Subject,Object
24th Chess Olympiad,FIDE
14th Chess Olympiad,FIDE
1964 European Rowing Championships,International Rowing Federation
1956 European Rowing Championships,International Rowing Federation
2018 European Rowing Championships,International Rowing Federation
1962 European Rowing Championships,International Rowing Federation
1927 European Rowing Championships,International Rowing Federation
1926 European Rowing Championships,International Rowing Federation
1909 European Rowing Championships,International Rowing Federation
1988 Dow Classic,Women's Tennis Association
1990 Dow Classic,Women's Tennis Association
2002 DFS Classic,Women's Tennis Association
2000 DFS Classic,Women's Tennis Association
1999 DFS Classic,Women's Tennis Association
1997 DFS Classic,Women's Tennis Association
1996 DFS Classic,Women's Tennis Association
1995 DFS Classic,Women's Tennis Association
1989 Dow Classic,Women's Tennis Association
2005 DFS Classic,Women's Tennis Association
2006 DFS Classic,Women's Tennis Association
2012 AEGON Classic,Women's Tennis Association
Eastbourne International,Women's Tennis Association
Nottingham Open,Women's Tennis Association
1995 Thriftway ATP Championships,Women's Tennis Association
1997 Great American Insurance ATP Championships,Women's Tennis Association
1991 Thriftway ATP Championships,Women's Tennis Association
1992 Thriftway ATP Championships,Women's Tennis Association
1977 American Airlines Tennis Games,Women's Tennis Association
1976 American Airlines Tennis Games,Women's Tennis Association
1987 Pilot Pen Classic,Women's Tennis Association
1986 Pilot Pen Classic,Women's Tennis Association
1999 DFS Classic,Women's Tennis Association
1997 DFS Classic,Women's Tennis Association
1995 DFS Classic,Women's Tennis Association
1994 DFS Classic,Women's Tennis Association
1992 Dow Classic,Women's Tennis Association
1990 Dow Classic,Women's Tennis Association
1989 Dow Classic,Women's Tennis Association
1987 Dow Chemical Classic,Women's Tennis Association
1986 Edgbaston Cup,Women's Tennis Association
1985 Edgbaston Cup,Women's Tennis Association
2007 Legg Mason Tennis Classic,Women's Tennis Association
2005 Legg Mason Tennis Classic,Women's Tennis Association
2009 Legg Mason Tennis Classic,Women's Tennis Association
2000 Legg Mason Tennis Classic,Women's Tennis Association
2009 Pilot Pen Tennis,Women's Tennis Association
2008 Pilot Pen Tennis,Women's Tennis Association
2007 Pilot Pen Tennis,Women's Tennis Association
2004 Pilot Pen Tennis,Women's Tennis Association
2003 Pilot Pen Tennis,Women's Tennis Association
2001 Pilot Pen Tennis,Women's Tennis Association
2012 New Haven Open at Yale,Women's Tennis Association
2018 Connecticut Open,Women's Tennis Association
2017 Connecticut Open,Women's Tennis Association
2016 Connecticut Open,Women's Tennis Association
2015 Connecticut Open,Women's Tennis Association
2014 Connecticut Open,Women's Tennis Association
2009 Pilot Pen Tennis,Women's Tennis Association
2008 Pilot Pen Tennis,Women's Tennis Association
Brisbane International,Women's Tennis Association
Rio Open,Women's Tennis Association
2008 Skate Canada International - ice dancing compulsory dance,Skate Canada
2009 Skate Canada International - ice dancing compulsory dance,Skate Canada
2019 CS Autumn Classic International - ice dancing rhythm dance,Skate Canada
Campeonato Nacional da Guiné-Bissau,Federação de Futebol da Guiné-Bissau
Campeonato Nacional da Guiné-Bissau,Federação de Futebol da Guiné-Bissau
Fastlane,WWE
Elimination Chamber,WWE
Royal Rumble,WWE
NXT TakeOver: Phoenix,WWE
"TLC: Tables, Ladders & Chairs",WWE
NXT TakeOver: WarGames,WWE
NXT TakeOver: Brooklyn 4,WWE
WrestleMania 35,WWE
WWE Greatest Royal Rumble,WWE
NXT TakeOver: New Orleans,WWE
Elimination Chamber,WWE
Royal Rumble,WWE
NXT TakeOver: Philadelphia,WWE
Clash of Champions,WWE
NXT TakeOver: WarGames,WWE
Hell in a Cell,WWE
No Mercy,WWE
Adelaide International,Tennis Australia
Adelaide International,Tennis Australia
Russian Premier League Cup,Russian Football Premier League
1980 European Athletics Indoor Championships,European Athletic Association
2017 European Athletics Indoor Championships,European Athletic Association
1969 European Indoor Games,European Athletic Association
1986 European Athletics Indoor Championships,European Athletic Association
2005 European Athletics Indoor Championships,European Athletic Association
1968 European Indoor Games,European Athletic Association
2007 European Athletics Indoor Championships,European Athletic Association
1988 European Athletics Indoor Championships,European Athletic Association
1983 European Athletics Indoor Championships,European Athletic Association
Campeonato Ecuatoriano de Futbol Femenino,Ecuadorian Football Federation
Trinidad and Tobago League Cup,TT Pro League
Frauen DFB Pokal,German Football Association
2008 Cup of China - ice dancing compulsory dance,Chinese Skating Association
2009 Cup of China - ice dancing compulsory dance,Chinese Skating Association
USSR Federation Cup,Football Federation of the Soviet Union
Athletics at the 2004 Summer Olympics – Men's 200 metres,International Olympic Committee
Athletics at the 2008 Summer Olympics – Men's 4 × 100 metres relay,International Olympic Committee
Athletics at the 2008 Summer Olympics – Men's 200 metres,International Olympic Committee
Athletics at the 2012 Summer Olympics – Men's 4 × 100 metres relay,International Olympic Committee
Athletics at the 2012 Summer Olympics – Men's 200 metres,International Olympic Committee
Figure skating at the 2020 Winter Youth Olympics – Pair skating,International Olympic Committee
Figure skating at the 2020 Winter Youth Olympics – Ice dancing,International Olympic Committee
Figure skating at the 2020 Winter Youth Olympics – Girls' singles,International Olympic Committee
Figure skating at the 2020 Winter Youth Olympics – Boys' singles,International Olympic Committee
Scottish League Cup,Scottish Professional Football League
2006 NBA Playoffs,National Basketball Association
1986 NBA Playoffs,National Basketball Association
1977 NBA Playoffs,National Basketball Association
1989 NBA Playoffs,National Basketball Association
1999 NBA Playoffs,National Basketball Association
1975 NBA Playoffs,National Basketball Association
1985 NBA Playoffs,National Basketball Association
1980 NBA Playoffs,National Basketball Association
1978 NBA Playoffs,National Basketball Association
2005 European Figure Skating Championships - ice dancing compulsory dance,International Skating Union
2006 European Figure Skating Championships - ice dancing compulsory dance,International Skating Union
2007 European Figure Skating Championships - ice dancing compulsory dance,International Skating Union
2008 European Figure Skating Championships - ice dancing compulsory dance,International Skating Union
2009 European Figure Skating Championships - ice dancing compulsory dance,International Skating Union
2019 Junior Grand Prix Russia - ice dancing rhythm dance,International Skating Union
2019 Junior Grand Prix Latvia - ice dancing rhythm dance,International Skating Union
2019 Junior Grand Prix United States - ice dancing rhythm dance,International Skating Union
2019 Junior Grand Prix France - ice dancing rhythm dance,International Skating Union
Federation Cup,All India Football Federation
Paraguayan women's football championship,Paraguayan Football Association
