Subject,Object
Annapolis,The Nuttall Encyclopædia
Atlanta,The Nuttall Encyclopædia
Akron,The Nuttall Encyclopædia
Minneapolis,Armenian Soviet Encyclopedia
Akron,Ottův slovník naučný
Pittsburgh,Ottův slovník naučný
Nashville,Brockhaus and Efron Encyclopedic Dictionary
Rutland,Brockhaus and Efron Encyclopedic Dictionary
Appleton,Brockhaus and Efron Encyclopedic Dictionary
Massachusetts,Armenian Soviet Encyclopedia
New Hampshire,Brockhaus and Efron Encyclopedic Dictionary
Maine,Brockhaus and Efron Encyclopedic Dictionary
Massachusetts,Brockhaus and Efron Encyclopedic Dictionary
Florida,Catholic Encyclopedia
Constantinople,Small Brockhaus and Efron Encyclopedic Dictionary
Ashkelon,Brockhaus and Efron Encyclopedic Dictionary
Constantinople,Small Brockhaus and Efron Encyclopedic Dictionary
Ashkelon,Brockhaus and Efron Encyclopedic Dictionary
Constantinople,Brockhaus and Efron Encyclopedic Dictionary
London,Brockhaus and Efron Encyclopedic Dictionary
Aveiro,Brockhaus and Efron Encyclopedic Dictionary
Póvoa de Varzim,Brockhaus and Efron Encyclopedic Dictionary
Chaves,Brockhaus and Efron Encyclopedic Dictionary
Santarém,Brockhaus and Efron Encyclopedic Dictionary
C-sharp major,Brockhaus and Efron Encyclopedic Dictionary
G-flat major,Brockhaus and Efron Encyclopedic Dictionary
G-sharp major,Brockhaus and Efron Encyclopedic Dictionary
Duchy of Brunswick,Brockhaus and Efron Encyclopedic Dictionary
Duchy of Parma,Brockhaus and Efron Encyclopedic Dictionary
Nereus,Brockhaus and Efron Encyclopedic Dictionary
Tethys,Brockhaus and Efron Encyclopedic Dictionary
Nereus,Brockhaus and Efron Encyclopedic Dictionary
Tethys,Brockhaus and Efron Encyclopedic Dictionary
Masseter muscle,Gray's Anatomy (20th edition)
anterior auricular muscle,Gray's Anatomy (20th edition)
triceps surae,Gray's Anatomy (20th edition)
gastrocnemius muscle,Gray's Anatomy (20th edition)
gender,Encyclopedia of Political Theory (2010 ed.)
Oxford,New Encyclopedic Dictionary
Oxford,New Encyclopedic Dictionary
week,New Encyclopedic Dictionary
Feodosiya,Great Soviet Encyclopedia
The Daughters of Catulle Mendès,Heilbrunn Timeline of Art History
The Milkmaid,Catalog of the paintings on show at the Rijksmuseum in 1956
United Kingdom,1911 Encyclopædia Britannica
Australia,Orthodox Theological Encyclopedia
United Kingdom,Sytin Military Encyclopedia
Australia,1911 Encyclopædia Britannica
Rhea,1911 Encyclopædia Britannica
Prometheus,1911 Encyclopædia Britannica
Montgomery,1911 Encyclopædia Britannica
Leander,Aberystwyth shipping records
Pacific,Aberystwyth shipping records
Ada & Alice,Aberystwyth shipping records
Summer Cloud,Aberystwyth shipping records
Monumente der Störung – Disruptive Eingriffe ins Dresdner Stadtbild,Regional bibliography of Saxony
Der Lichtenburger Konvent von 1576,Regional bibliography of Saxony
Grundlagen der Bibliotheksarbeit: Offenheit als Maxime in der Forschung,Regional bibliography of Saxony
"Heimatforschung in Europa – ein Aufruf, oder: Call for Participation",Regional bibliography of Saxony
Antike und Antikenrezeption in sächsischen Museen. Ausstellungsgeschichte – Bestandsentwicklung – Technologiewandel,Regional bibliography of Saxony
Regionenbezogene Sinnstiftung durch Antikerezeption in der sächsischen Landes- und Regionalgeschichtsschreibung des 19. und 20. Jahrhunderts,Regional bibliography of Saxony
Kompakte Darstellung der Chemnitzer Stadtgeschichte,Regional bibliography of Saxony
D major,Riemann's Music Dictionary
Greater Khingan,Nordisk familjebok
Duchy of Saxe-Meiningen,Nordisk familjebok
Saxe-Weimar-Eisenach,Nordisk familjebok
hour,ISO 80000-3:2006: Quantities and units—Part 3: Space and time
Mars,"Explanatory Dictionary of the Living Great Russian Language, Second Edition"
Sigma Draconis VI,Star Trek: Star Charts
Terra Nova,Star Trek: Star Charts
Capella IV,Star Trek: Star Charts
Rigel Ⅹ,Star Trek: Star Charts
Deneva,Star Trek Fact Files
Axanar,Star Trek Fact Files
Argelius II,Star Trek Fact Files
Sigma Draconis VI,Star Trek Fact Files
Axanar,Star Trek Fact Files
The Angelus,1001 Paintings You Must See Before You Die
St. Francis in the Desert,1001 Paintings You Must See Before You Die
Portinari Altarpiece,1001 Paintings You Must See Before You Die
Venus of Urbino,1001 Paintings You Must See Before You Die
Mona Lisa,1001 Paintings You Must See Before You Die
Aemilia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Calpurnia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Licinia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Sempronia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Licinia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Sempronia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Aemilia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Claudia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Julia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Licinia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Aemilia gens,1870 Dictionary of Greek and Roman Biography and Mythology
Enyo,1870 Dictionary of Greek and Roman Biography and Mythology
