Subject,Object
2009 Pilot Pen Tennis,tennis
2008 Pilot Pen Tennis,tennis
2000 Internazionali Femminili di Palermo,tennis
1999 Torneo Internazionale,tennis
1998 Internazionali Femminili di Palermo,tennis
1997 Internazionali Femminili di Palermo,tennis
1996 Internazionali Femminili di Palermo,tennis
1995 Internazionali Femminili di Palermo,tennis
1994 Torneo Internazional Femmin di Palermo,tennis
2004 Internazionali Femminili di Palermo,tennis
2000 Internazionali Femminili di Palermo,tennis
1999 Torneo Internazionale,tennis
1998 Internazionali Femminili di Palermo,tennis
1995 Internazionali Femminili di Palermo,tennis
1996 Internazionali Femminili di Palermo,tennis
1994 Torneo Internazional Femmin di Palermo,tennis
1997 Internazionali Femminili di Palermo,tennis
Figure skating at the 2020 Winter Youth Olympics – Pair skating,pair skating
Tiger Stadium,baseball
Kauffman Stadium,baseball
Swimrun,swimming
diving,swimming
Spain at the 1954 European Athletics Championships,athletics
2015 World Championships in Athletics – Men's 100 metres,athletics
Athletics at the 2004 Summer Olympics – Men's 200 metres,athletics
Athletics at the 2008 Summer Olympics – Men's 4 × 100 metres relay,athletics
Athletics at the 2008 Summer Olympics – Men's 200 metres,athletics
Athletics at the 2012 Summer Olympics – Men's 4 × 100 metres relay,athletics
Athletics at the 2012 Summer Olympics – Men's 200 metres,athletics
FC Vaslui,association football
Inter FS,association football
AGOVV Apeldoorn,association football
FC Akhmat Grozny,association football
South Africa women's national association football team,association football
Colombia women's national football team,association football
Republic of Ireland women's national football team,association football
Poland women's national football team,association football
Croatia women's national football team,association football
Ghana women's national football team,association football
Scotland women's national football team,association football
Portugal women's national football team,association football
Greece women's national football team,association football
Spain women's national football team,association football
Ukraine women's national football team,association football
Finland women's national football team,association football
Iceland women's national football team,association football
Netherlands women's national football team,association football
Iceland at the UEFA Euro 2016,association football
Iran at the 1998 FIFA World Cup,association football
The Netherlands at the football World Cup 2004,association football
Trafford Training Centre,association football
Ciudad Deportiva de Abegondo,association football
Camp des Loges,association football
Metropolitan Stadium,association football
1873 FA Cup Final,association football
2011 FA Cup Final,association football
1956 FA Cup Final,association football
2008 FA Cup Final,association football
1987 FA Cup Final,association football
1914 FA Cup Final,association football
Bradford,association football
Japan at the 2018 FIFA World Cup,association football
France at the 2018 FIFA World Cup,association football
England at the 2018 FIFA World Cup,association football
Belgium at the 2018 FIFA World Cup,association football
Uruguay at the 2018 FIFA World Cup,association football
Spain at the 2018 FIFA World Cup,association football
Russia at the 2018 FIFA World Cup,association football
Mexico at the 2018 FIFA World Cup,association football
Argentina at the 2018 FIFA World Cup,association football
college football,American football
Hubert H. Humphrey Metrodome,American football
Gaylord Family Oklahoma Memorial Stadium,American football
California Memorial Stadium,American football
Faurot Field,American football
Darrell K Royal–Texas Memorial Stadium,American football
Donald W. Reynolds Razorback Stadium,American football
Mountaineer Field at Milan Puskar Stadium,American football
2016 World Single Distance Speed Skating Championships – Women's 500 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Men's mass start,long track speed skating
2016 World Single Distance Speed Skating Championships – Men's 500 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Women's 1500 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Women's team pursuit,long track speed skating
2016 World Single Distance Speed Skating Championships – Men's 5000 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Women's 5000 metres,long track speed skating
KV Arena,ice hockey
Zimní stadion Hradec Králové,ice hockey
Budvar Arena,ice hockey
Ostrava Aréna,ice hockey
Olympia Eishalle,ice hockey
Volksbank Arena,ice hockey
Bornova Ice Sports Hall,ice hockey
Eisstadion Biel,ice hockey
Stadio Olympica,ice hockey
Johanneshov ice stadium,ice hockey
Linnahall,ice hockey
Shayba Arena,ice hockey
patinoire de Caen la mer,ice hockey
Shayba Arena,ice hockey
BCF Arena,ice hockey
Vaillant Arena,ice hockey
patinoire de Mériadeck,ice hockey
PPG Paints Arena,ice hockey
Cadet Ice Arena,ice hockey
patinoire René Froger,ice hockey
2012 NHL Entry Draft,ice hockey
2009 NHL Entry Draft,ice hockey
1982 NHL Entry Draft,ice hockey
1980 NHL Entry Draft,ice hockey
1988 NHL Entry Draft,ice hockey
1983 NHL Entry Draft,ice hockey
2003 NHL Entry Draft,ice hockey
1998 Irish Open Badminton Championships,badminton
1997 Irish Open Badminton Championships,badminton
1996 Irish Open Badminton Championships,badminton
1995 Irish Open Badminton Championships,badminton
1994 Irish Open Badminton Championships,badminton
1993 Irish Open Badminton Championships,badminton
1992 Irish Open Badminton Championships,badminton
1990 Irish Open Badminton Championships,badminton
1968 Irish Open Badminton Championships,badminton
1927 Irish Open Badminton Championships,badminton
2016 Irish Badminton Championships,badminton
2014 Irish Badminton Championships,badminton
2012 Irish Badminton Championships,badminton
2009 Irish Badminton Championships,badminton
2007 Boston Open Badminton Championships,badminton
2005 Boston Open Badminton Championships,badminton
1997 Boston Open Badminton Championships,badminton
2019 Boston Open Badminton Championships,badminton
2015 European Junior Badminton Championships,badminton
1973 European Junior Badminton Championships,badminton
2018 European Junior Badminton Championships,badminton
2017 European Junior Badminton Championships,badminton
2019 Indonesia Open Badminton Championships,badminton
2018 Indonesia Open Badminton Championships,badminton
2017 Indonesia Super Series,badminton
2016 Indonesia Open Superseries Premier,badminton
2015 Indonesia Super Series Premier,badminton
2014 Indonesia Super Series Premier,badminton
1986 GDR Badminton Championships,badminton
1980 GDR Badminton Championships,badminton
1978 GDR Badminton Championships,badminton
1974 GDR Badminton Championships,badminton
2000 Estonian Badminton Championships,badminton
1996 Estonian Badminton Championships,badminton
1994 Estonian Badminton Championships,badminton
1991 Estonian Badminton Championships,badminton
1946 Swedish Badminton Championships,badminton
1944 Swedish Badminton Championships,badminton
1942 Swedish Badminton Championships,badminton
1940 Swedish Badminton Championships,badminton
1938 Swedish Badminton Championships,badminton
1995 Canadian Open Badminton Championships,badminton
1992 Canadian Open Badminton Championships,badminton
1990 Canadian Open Badminton Championships,badminton
1989 Canadian Open Badminton Championships,badminton
1988 Canadian Open Badminton Championships,badminton
1987 Canadian Open Badminton Championships,badminton
1984 Canadian Open Badminton Championships,badminton
2014 German International Junior Badminton Championships,badminton
2013 German International Junior Badminton Championships,badminton
2012 German International Junior Badminton Championships,badminton
2011 German International Junior Badminton Championships,badminton
2010 German International Junior Badminton Championships,badminton
2009 German International Junior Badminton Championships,badminton
2008 German International Junior Badminton Championships,badminton
2021 German Junior International Badminton Championships,badminton
2020 German Junior International Badminton Championships,badminton
2019 German International Junior Badminton Championships,badminton
Norwegian Badminton Championships 2021,badminton
Norwegian Badminton Championships 2027,badminton
Norwegian Badminton Championships 2026,badminton
Norwegian Badminton Championships 2025,badminton
1965 US Open Badminton Championships,badminton
1964 US Open Badminton Championships,badminton
1963 US Open Badminton Championships,badminton
1960 US Open Badminton Championships,badminton
1959 US Open Badminton Championships,badminton
1958 US Open Badminton Championships,badminton
1957 US Open Badminton Championships,badminton
1956 US Open Badminton Championships,badminton
1991 Plume d’Or,badminton
1990 Plume d’Or,badminton
1989 Plume d’Or,badminton
1988 Plume d’Or,badminton
1987 Plume d’Or,badminton
1986 Plume d’Or,badminton
1985 Plume d’Or,badminton
1984 Plume d’Or,badminton
1982 Plume d’Or,badminton
1981 Plume d’Or,badminton
1980 Plume d’Or,badminton
1979 Plume d’Or,badminton
1978 Plume d’Or,badminton
1977 Plume d’Or,badminton
1951 Belgian Badminton Championships,badminton
1958 Belgian Badminton Championships,badminton
1957 Belgian Badminton Championships,badminton
1956 Belgian Badminton Championships,badminton
1955 Belgian Badminton Championships,badminton
1954 Belgian Badminton Championships,badminton
2004 Iran International Badminton Championships,badminton
2002 Ten Days of Dawn,badminton
2007 Iran International Badminton Championships,badminton
2001 Ten Days of Dawn,badminton
2001 Pan American Badminton Championships,badminton
2009 Pan American Badminton Championships,badminton
1993 Pan American Badminton Championships,badminton
1978 Pan American Badminton Championships,badminton
2009 African Badminton Championships,badminton
2006 African Badminton Championships,badminton
2000 African Badminton Championships,badminton
1998 African Badminton Championships,badminton
1984 African Badminton Championships,badminton
2010 African Badminton Championships,badminton
1979 European Junior Badminton Championships,badminton
1977 European Junior Badminton Championships,badminton
2007 European Junior Badminton Championships,badminton
2011 European Junior Badminton Championships,badminton
2009 European Junior Badminton Championships,badminton
1983 European Junior Badminton Championships,badminton
1985 European Junior Badminton Championships,badminton
2013 European Junior Badminton Championships,badminton
1993 Thai Badminton Championships,badminton
1992 Thai Badminton Championships,badminton
1991 Thai Badminton Championships,badminton
1990 Thai Badminton Championships,badminton
1989 Thai Badminton Championships,badminton
1988 Thai Badminton Championships,badminton
1987 Thai Badminton Championships,badminton
1986 Thai Badminton Championships,badminton
1985 Thai Badminton Championships,badminton
1984 Thai Badminton Championships,badminton
1983 Thai Badminton Championships,badminton
1982 Thai Badminton Championships,badminton
1984 Welsh Badminton Championships,badminton
1985 Welsh Badminton Championships,badminton
1986 Welsh Badminton Championships,badminton
1987 Welsh Badminton Championships,badminton
1988 Welsh Badminton Championships,badminton
1989 Welsh Badminton Championships,badminton
1990 Welsh Badminton Championships,badminton
1991 Welsh Badminton Championships,badminton
1992 Welsh Badminton Championships,badminton
1993 Welsh Badminton Championships,badminton
1952 Belgian Badminton Championships,badminton
1951 Belgian Badminton Championships,badminton
1949 Belgian Badminton Championships,badminton
1958 Belgian Badminton Championships,badminton
1957 Belgian Badminton Championships,badminton
1956 Belgian Badminton Championships,badminton
1955 Belgian Badminton Championships,badminton
1954 Belgian Badminton Championships,badminton
1953 Belgian Badminton Championships,badminton
1952 Belgian Badminton Championships,badminton
1951 Belgian Badminton Championships,badminton
1949 Belgian Badminton Championships,badminton
1958 Belgian Badminton Championships,badminton
1957 Belgian Badminton Championships,badminton
1956 Belgian Badminton Championships,badminton
2004 Filipino Badminton Championships,badminton
2005 Filipino Badminton Championships,badminton
2006 Filipino Badminton Championships,badminton
2009 Filipino Badminton Championships,badminton
2007 Filipino Badminton Championships,badminton
2012 Filipino Badminton Championships,badminton
2013 Filipino Badminton Championships,badminton
1949 Filipino Badminton Championships,badminton
1950 Filipino Badminton Championships,badminton
1951 Filipino Badminton Championships,badminton
1952 Filipino Badminton Championships,badminton
1967 Swedish Open Badminton Championships,badminton
1973 Swedish Open Badminton Championships,badminton
1962 Swedish Open Badminton Championships,badminton
1969 Swedish Open Badminton Championships,badminton
1958 Swedish Open Badminton Championships,badminton
1988 Swedish Open Badminton Championships,badminton
1972 Swedish Open Badminton Championships,badminton
2016 Malaysia Super Series Premier,badminton
2015 Malaysia Super Series Premier,badminton
2014 Malaysia Super Series Premier,badminton
1962 Malaysia Open Badminton Championships,badminton
1961 Icelandic Badminton Championships,badminton
1960 Icelandic Badminton Championships,badminton
1959 Icelandic Badminton Championships,badminton
1958 Icelandic Badminton Championships,badminton
1957 Icelandic Badminton Championships,badminton
1956 Icelandic Badminton Championships,badminton
1955 Icelandic Badminton Championships,badminton
Nordic combined at the 1952 Winter Olympics,Nordic combined
Nordic combined at the 1960 Winter Olympics,Nordic combined
Nordic combined at the 1932 Winter Olympics,Nordic combined
Nordic combined at the 1928 Winter Olympics,Nordic combined
2017 Le Samyn,road bicycle racing
2019 Le Samyn,road bicycle racing
2016 Le Samyn,road bicycle racing
2018 Le Samyn,road bicycle racing
Ladies Tour of Norway,road bicycle racing
The Women's Tour,road bicycle racing
Tour of Zhoushan Island II,road bicycle racing
Tour of Cappadocia,road bicycle racing
Lotto-Decca Tour,road bicycle racing
Tour de Kumano,road bicycle racing
2011 UCI Road World Championships – Women's road race,road bicycle racing
2009 UCI Road World Championships – Women's road race,road bicycle racing
2008 UCI Road World Championships – Women's road race,road bicycle racing
2007 UCI Road World Championships – Women's road race,road bicycle racing
2006 UCI Road World Championships – Women's road race,road bicycle racing
2005 UCI Road World Championships – Women's road race,road bicycle racing
2012 UCI Road World Championships – Women's road race,road bicycle racing
2018 UCI Road World Championships – Women's road race,road bicycle racing
1995 UCI Road World Championships – Women's road race,road bicycle racing
1993 UCI Road World Championships – Women's road race,road bicycle racing
1991 UCI Road World Championships – Women's road race,road bicycle racing
1990 UCI Road World Championships – Women's road race,road bicycle racing
1989 UCI Road World Championships – Women's road race,road bicycle racing
1987 UCI Road World Championships – Women's road race,road bicycle racing
"2019 Ladies Tour of Norway, Stage 2",road bicycle racing
"2019 Giro d'Italia, stage 6",road bicycle racing
"2019 Ladies Tour of Norway, Stage 2",road bicycle racing
"2019 Giro d'Italia, stage 6",road bicycle racing
"2019 Ladies Tour of Norway, Stage 2",road bicycle racing
"2019 Giro d'Italia, stage 6",road bicycle racing
"2019 Ladies Tour of Norway, Stage 2",road bicycle racing
"2019 Giro d'Italia, stage 6",road bicycle racing
"2019 Ladies Tour of Norway, Stage 2",road bicycle racing
"2019 Giro d'Italia, stage 6",road bicycle racing
"2019 Ladies Tour of Norway, Stage 2",road bicycle racing
"2019 Giro d'Italia, stage 8",road bicycle racing
"2019 Giro d'Italia, stage 7",road bicycle racing
"2019 Giro d'Italia, stage 8",road bicycle racing
1979 Tour of the Netherlands,road bicycle racing
1985 Tour of the Netherlands,road bicycle racing
1977 Tour of the Netherlands,road bicycle racing
1982 Tour of the Netherlands,road bicycle racing
Colombian National Road Race Championships,road bicycle racing
Portuguese National Road Race Championships,road bicycle racing
Czech National Road Race Championships,road bicycle racing
Romanian National Road Race Championships,road bicycle racing
Greek National Road Race Championships,road bicycle racing
"2019 Tour de France, stage 8",road bicycle racing
"2019 Tour de France, stage 3",road bicycle racing
"2018 Arctic Race of Norway, stage 3",road bicycle racing
"2019 Giro d'Italia, stage 2",road bicycle racing
"2019 Tour de France, stage 17",road bicycle racing
"2019 Tour de France, stage 8",road bicycle racing
1985 Bordeaux–Paris,road bicycle racing
1984 Bordeaux–Paris,road bicycle racing
1983 Bordeaux–Paris,road bicycle racing
1982 Bordeaux–Paris,road bicycle racing
1981 Bordeaux–Paris,road bicycle racing
1980 Bordeaux–Paris,road bicycle racing
1979 Bordeaux–Paris,road bicycle racing
1978 Bordeaux–Paris,road bicycle racing
Slovenian women's national road cycling team 2002,road bicycle racing
Slovenian women's national road cycling team 2001,road bicycle racing
Slovenian women's national road cycling team 2000,road bicycle racing
Slovenian women's national road cycling team 1999,road bicycle racing
Slovenian women's national road cycling team 1998,road bicycle racing
Slovenian women's national road cycling team 1997,road bicycle racing
Slovenian women's national road cycling team 1996,road bicycle racing
Slovenian women's national road cycling team 1995,road bicycle racing
Slovenian women's national road cycling team 1994,road bicycle racing
Slovenian women's national road cycling team 1993,road bicycle racing
2017 Tour de France,road bicycle racing
2016 Tour de France,road bicycle racing
2017 Tour de France,road bicycle racing
2016 Tour de France,road bicycle racing
2017 Tour de France,road bicycle racing
Groupama-FDJ,road bicycle racing
AG2R La Mondiale,road bicycle racing
Groupama-FDJ,track cycling
AG2R La Mondiale,road bicycle racing
Direct Énergie,road bicycle racing
HP BTP–Auber 93,road bicycle racing
2018 Giro d'Italia Stage 16,road bicycle racing
"Eneco Tour 2011, Stage 4",road bicycle racing
"2017 Vuelta a Guatemala, Stage 6",road bicycle racing
"2018 Tour de France, stage 20",road bicycle racing
2012 Grand Prix d'Isbergues,road bicycle racing
2011 Grand Prix d'Isbergues,road bicycle racing
2010 Grand Prix d'Isbergues,road bicycle racing
2009 Grand Prix d'Isbergues,road bicycle racing
2008 Grand Prix d'Isbergues,road bicycle racing
2007 Grand Prix d'Isbergues,road bicycle racing
2006 Grand Prix d'Isbergues,road bicycle racing
2014 Grand Prix d'Isbergues,road bicycle racing
2013 Grand Prix d'Isbergues,road bicycle racing
2012 Grand Prix d'Isbergues,road bicycle racing
2011 Grand Prix d'Isbergues,road bicycle racing
2010 Grand Prix d'Isbergues,road bicycle racing
2009 Grand Prix d'Isbergues,road bicycle racing
2008 Grand Prix d'Isbergues,road bicycle racing
1995 Giro del Piemonte,road bicycle racing
1994 Giro del Piemonte,road bicycle racing
1996 Giro del Piemonte,road bicycle racing
1907 Giro del Piemonte,road bicycle racing
1910 Giro del Piemonte,road bicycle racing
1911 Giro del Piemonte,road bicycle racing
1912 Giro del Piemonte,road bicycle racing
1913 Giro del Piemonte,road bicycle racing
1914 Giro del Piemonte,road bicycle racing
1915 Giro del Piemonte,road bicycle racing
1916 Giro del Piemonte,road bicycle racing
1917 Giro del Piemonte,road bicycle racing
1918 Giro del Piemonte,road bicycle racing
2014 Danmark Rundt,road bicycle racing
2018 Danmark Rundt,road bicycle racing
2019 Danmark Rundt,road bicycle racing
2018 Danmark Rundt,road bicycle racing
2018 Bora-Hansgrohe,road bicycle racing
AG2R La Mondiale 2018,road bicycle racing
Astana 2018,road bicycle racing
Mitchelton-Scott 2018,road bicycle racing
Movistar 2017,road bicycle racing
2002 Giro di Lombardia,road bicycle racing
2007 Giro di Lombardia,road bicycle racing
2009 Giro di Lombardia,road bicycle racing
1990 Giro di Lombardia,road bicycle racing
2014 Giro di Lombardia,road bicycle racing
1988 Giro di Lombardia,road bicycle racing
Lotto NL-Jumbo 2017,road bicycle racing
2017 Quick-Step Floors,road bicycle racing
Lotto NL-Jumbo 2017,road bicycle racing
2017 Quick-Step Floors,road bicycle racing
Colombian National Road Race Championships,road bicycle racing
Croatian National Road Race Championships,road bicycle racing
Belarusian National Road Race Championships,road bicycle racing
Dutch National Road Race Championships,road bicycle racing
Swedish National Road Race Championships,road bicycle racing
Polish National Road Race Championships,road bicycle racing
New Zealand National Road Race Championships,road bicycle racing
Polish National Road Race Championships,road bicycle racing
New Zealand National Road Race Championships,road bicycle racing
2017 Clásico RCN,road bicycle racing
2018 Clásico RCN,road bicycle racing
2017 Clásico RCN,road bicycle racing
2018 Clásico RCN,road bicycle racing
2016 Binche–Chimay–Binche,road bicycle racing
2015 Binche–Chimay–Binche,road bicycle racing
2014 Binche–Chimay–Binche,road bicycle racing
2012 Binche–Chimay–Binche,road bicycle racing
2017 Paris–Roubaix,road bicycle racing
2015 Paris–Roubaix,road bicycle racing
2016 Paris–Roubaix,road bicycle racing
2015 Paris–Roubaix,road bicycle racing
2016 Paris–Roubaix,road bicycle racing
2015 Paris–Roubaix,road bicycle racing
2016 Paris–Roubaix,road bicycle racing
2015 Paris–Roubaix,road bicycle racing
2016 Paris–Roubaix,road bicycle racing
2015 Paris–Roubaix,road bicycle racing
2017 Paris–Roubaix,road bicycle racing
1981 Tirreno–Adriatico,road bicycle racing
2014 Tirreno–Adriatico,road bicycle racing
1974 Tirreno–Adriatico,road bicycle racing
2014 Tirreno–Adriatico,road bicycle racing
2015 Tirreno–Adriatico,road bicycle racing
2006 Tirreno–Adriatico,road bicycle racing
1969 Tirreno–Adriatico,road bicycle racing
1981 Tirreno–Adriatico,road bicycle racing
1968 Tirreno–Adriatico,road bicycle racing
1975 Tirreno–Adriatico,road bicycle racing
1972 Tirreno–Adriatico,road bicycle racing
2012 Tirreno–Adriatico,road bicycle racing
2018 Ladies Tour of Norway,road bicycle racing
2019 Ladies Tour of Norway,road bicycle racing
2018 Ladies Tour of Norway,road bicycle racing
2017 Ladies Tour of Norway,road bicycle racing
2017 Super High Roller Bowl,poker
2017 High Roller for One Drop,poker
Super High Roller Bowl V,poker
2014 Big One for One Drop,poker
1976 Dutch Grand Prix,auto racing
1973 Dutch Grand Prix,auto racing
1984 Dutch Grand Prix,auto racing
1983 Dutch Grand Prix,auto racing
1991 Canadian Grand Prix,auto racing
1988 Canadian Grand Prix,auto racing
1985 Canadian Grand Prix,auto racing
2017 Canadian Grand Prix,auto racing
1998 Canadian Grand Prix,auto racing
1995 Canadian Grand Prix,auto racing
Kawartha Speedway,auto racing
Motoplex Speedway,auto racing
2012 Monaco Grand Prix,auto racing
2008 Monaco Grand Prix,auto racing
1974 Monaco Grand Prix,auto racing
1975 Monaco Grand Prix,auto racing
1976 Monaco Grand Prix,auto racing
1997 Monaco Grand Prix,auto racing
2003 Monaco Grand Prix,auto racing
2014 Monaco Grand Prix,auto racing
Trinity Meadows Race Track,horse racing
Lexie Lou,horse racing
Gormley,horse racing
Almandin,horse racing
Roy H,horse racing
Forever Unbridled,horse racing
Oscar Performance,horse racing
Samitar,horse racing
Good Magic,horse racing
Most Happy Fella,horse racing
More So,horse racing
Gunnevera,horse racing
Tamarkuz,horse racing
Doug Gillespie,Australian rules football
Bert Clay,Australian rules football
Charlie Naismith,Australian rules football
Brownlow Medal,Australian rules football
Charles Sutton Medal,Australian rules football
Fothergill–Round–Mitchell Medall,Australian rules football
WWE United Kingdom Championship Tournament,professional wrestling
NXT TakeOver: Brooklyn III,professional wrestling
NXT TakeOver: New Orleans,professional wrestling
NXT TakeOver: San Antonio,professional wrestling
American Airlines Center,basketball
Ivor Clay,cricket
Waverley Park,cricket
Punt Road Oval,cricket
Hands Oval,cricket
Robertson Oval,cricket
Figure skating at the 2020 Winter Youth Olympics – Boys' singles,men's singles
CS Ştiinţa Bacău,handball
ASC Corona 2010 Brașov,handball
CSM București,handball
RK Borec,handball
Azzurra Volley San Casciano,volleyball
LJ Volley,volleyball
Hwaseong IBK Altos,volleyball
Incheon Heungkuk Life Pink Spiders,volleyball
GS Caltex Seoul KIXX,volleyball
Suwon Hyundai Engineering & Construction Hillstate,volleyball
Gyeongbuk Gimcheon Hi-pass,volleyball
Daejeon KGC,volleyball
RC Cannes,volleyball
Fenerbahçe Women's Volleyball,volleyball
Sarıyer Belediyesi SK,volleyball
Beşiktaş Women's Volleyball Team,volleyball
İller Bankası Women's Volleyball,volleyball
Volley Bergamo,volleyball
Asystel Novara,volleyball
2017 BYU Cougars men's volleyball team,volleyball
2015 Penn State Nittany Lions women's volleyball team,volleyball
2016 BYU Cougars women's volleyball team,volleyball
2015 Florida Gators volleyball team,volleyball
2016 BYU Cougars men's volleyball team,volleyball
2017 Utah State Aggies volleyball team,volleyball
2017 Utah Utes volleyball team,volleyball
1964 European Rowing Championships,rowing
1956 European Rowing Championships,rowing
2018 European Rowing Championships,rowing
1962 European Rowing Championships,rowing
1927 European Rowing Championships,rowing
1926 European Rowing Championships,rowing
1909 European Rowing Championships,rowing
2008 Cup of Russia - ice dancing compulsory dance,ice dance
2008 Trophée Eric Bompard - ice dancing compulsory dance,ice dance
2008 Cup of China - ice dancing compulsory dance,ice dance
2008 Skate Canada International - ice dancing compulsory dance,ice dance
2008 Skate America - ice dancing compulsory dance,ice dance
2009 Cup of China - ice dancing compulsory dance,ice dance
2009 Rostelecom Cup - ice dancing compulsory dance,ice dance
2009 NHK Trophy - ice dancing compulsory dance,ice dance
2009 Skate America - ice dancing compulsory dance,ice dance
2009 Skate Canada International - ice dancing compulsory dance,ice dance
2005 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2006 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2007 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2008 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2009 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2006 Cup of China - ice dancing original dance,ice dance
2006 Skate Canada International - ice dancing original dance,ice dance
2006 Skate America - ice dancing original dance,ice dance
2007 NHK Trophy - ice dancing original dance,ice dance
2007 Cup of Russia - ice dancing original dance,ice dance
2007 Trophée Eric Bompard - ice dancing original dance,ice dance
2007 Cup of China - ice dancing original dance,ice dance
2007 Skate Canada International - ice dancing original dance,ice dance
2007 Skate America - ice dancing original dance,ice dance
2008 NHK Trophy - ice dancing original dance,ice dance
2008 Cup of Russia - ice dancing original dance,ice dance
2008 Trophée Eric Bompard - ice dancing original dance,ice dance
Figure skating at the 2020 Winter Youth Olympics – Ice dancing,ice dance
Ski jumping at the 1948 Winter Olympics,ski jumping
Ski jumping at the 1960 Winter Olympics,ski jumping
Ski jumping at the 1956 Winter Olympics,ski jumping
Ski jumping at the 1932 Winter Olympics,ski jumping
Hippodrome de Wallonie,harness racing
Trabrennbahn Gelsenkirchen,harness racing
Meadowlands Racetrack,harness racing
Vikingskipet,bandy
Gyeongpo Ice Hall,short track speed skating
short track speed skating at the 1988 Winter Olympics,short track speed skating
Campo de rugby Valle de las Cañas,rugby union
FC Barcelona Futsal,futsal
El Pozo Murcia FS,futsal
Győri ETO Futsal Club,futsal
Leis 26 Pontevedra FS,futsal
Carnicer Torrejón FS,futsal
Associação Desportiva Jaraguá,futsal
Boavista F.C.,futsal
