Subject,Object
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/22,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/25,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/3,GLAM Museu Paulista
1998 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1997 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1996 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1995 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1994 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1993 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1992 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1990 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1968 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
1927 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list
2016 Irish Badminton Championships,WikiProject Badminton/tournament focus list
2014 Irish Badminton Championships,WikiProject Badminton/tournament focus list
2012 Irish Badminton Championships,WikiProject Badminton/tournament focus list
2009 Irish Badminton Championships,WikiProject Badminton/tournament focus list
2015 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
1973 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2018 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2017 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
1984 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2008 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2005 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2004 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2003 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2001 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2000 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
1999 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
1997 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
1996 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
1995 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
1994 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
1993 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
1992 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2005 Bitburger Open Badminton Championships,WikiProject Badminton/tournament focus list
2004 Bitburger Open Badminton Championships,WikiProject Badminton/tournament focus list
2003 Bitburger Open Badminton Championships,WikiProject Badminton/tournament focus list
2002 BMW Open Badminton Championships,WikiProject Badminton/tournament focus list
1987 German Open Badminton Championships,WikiProject Badminton/tournament focus list
1985 German Open Badminton Championships,WikiProject Badminton/tournament focus list
1984 German Open Badminton Championships,WikiProject Badminton/tournament focus list
1983 German Open Badminton Championships,WikiProject Badminton/tournament focus list
1976 German Open Badminton Championships,WikiProject Badminton/tournament focus list
1974 German Open Badminton Championships,WikiProject Badminton/tournament focus list
1973 German Open Badminton Championships,WikiProject Badminton/tournament focus list
1969 German Open Badminton Championships,WikiProject Badminton/tournament focus list
2000 Estonian Badminton Championships,WikiProject Badminton/tournament focus list
1996 Estonian Badminton Championships,WikiProject Badminton/tournament focus list
1994 Estonian Badminton Championships,WikiProject Badminton/tournament focus list
1991 Estonian Badminton Championships,WikiProject Badminton/tournament focus list
2028 Dutch International Badminton Championships,WikiProject Badminton/tournament focus list
2027 Dutch International Badminton Championships,WikiProject Badminton/tournament focus list
2026 Dutch International Badminton Championships,WikiProject Badminton/tournament focus list
2025 Dutch International Badminton Championships,WikiProject Badminton/tournament focus list
2014 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2013 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2012 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2011 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2010 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2009 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2008 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2021 German Junior International Badminton Championships,WikiProject Badminton/tournament focus list
2020 German Junior International Badminton Championships,WikiProject Badminton/tournament focus list
2019 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2006 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2004 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2005 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2003 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2002 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2001 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2000 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
1989 Chinese Taipei Open Badminton Championships,WikiProject Badminton/tournament focus list
1987 Chinese Taipei Open Badminton Championships,WikiProject Badminton/tournament focus list
1986 Chinese Taipei Open Badminton Championships,WikiProject Badminton/tournament focus list
1988 Chinese Taipei Open Badminton Championships,WikiProject Badminton/tournament focus list
2004 Iran International Badminton Championships,WikiProject Badminton/tournament focus list
2002 Ten Days of Dawn,WikiProject Badminton/tournament focus list
2007 Iran International Badminton Championships,WikiProject Badminton/tournament focus list
2001 Ten Days of Dawn,WikiProject Badminton/tournament focus list
2020 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2019 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2018 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
1976 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2017 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
1997 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2001 Pan American Badminton Championships,WikiProject Badminton/tournament focus list
2009 Pan American Badminton Championships,WikiProject Badminton/tournament focus list
1993 Pan American Badminton Championships,WikiProject Badminton/tournament focus list
1978 Pan American Badminton Championships,WikiProject Badminton/tournament focus list
2009 African Badminton Championships,WikiProject Badminton/tournament focus list
2006 African Badminton Championships,WikiProject Badminton/tournament focus list
2000 African Badminton Championships,WikiProject Badminton/tournament focus list
1998 African Badminton Championships,WikiProject Badminton/tournament focus list
1984 African Badminton Championships,WikiProject Badminton/tournament focus list
2010 African Badminton Championships,WikiProject Badminton/tournament focus list
1998 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
1999 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2000 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2002 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2001 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2008 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2007 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2006 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2005 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2004 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2016 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2019 Badminton World Championships,WikiProject Badminton/tournament focus list
2018 Badminton World Championships,WikiProject Badminton/tournament focus list
2017 Badminton World Championships,WikiProject Badminton/tournament focus list
2015 Badminton World Championships,WikiProject Badminton/tournament focus list
2014 Badminton World Championships,WikiProject Badminton/tournament focus list
2013 Badminton World Championships,WikiProject Badminton/tournament focus list
2011 Badminton World Championships,WikiProject Badminton/tournament focus list
2010 Badminton World Championships,WikiProject Badminton/tournament focus list
1979 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
1977 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2007 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2011 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2009 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
1983 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
1985 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2013 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2025 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2024 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2023 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2022 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2021 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2020 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2018 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2019 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2015 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2014 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2013 Australian Badminton Championships,WikiProject Badminton/tournament focus list
1967 Australian Badminton Championships,WikiProject Badminton/tournament focus list
1963 Australian Badminton Championships,WikiProject Badminton/tournament focus list
1984 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1985 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1986 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1987 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1988 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1989 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1990 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1991 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1992 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
1993 Welsh Badminton Championships,WikiProject Badminton/tournament focus list
2004 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2005 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2006 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2009 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2007 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2012 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2013 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
1949 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
1950 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
1951 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
1952 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
1962 US Open Badminton Championships,WikiProject Badminton/tournament focus list
1986 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2012 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2010 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2008 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2001 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2000 US Open Badminton Championships,WikiProject Badminton/tournament focus list
1998 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2012 US Open Badminton Championships,WikiProject Badminton/tournament focus list
1967 Swedish Open Badminton Championships,WikiProject Badminton/tournament focus list
1973 Swedish Open Badminton Championships,WikiProject Badminton/tournament focus list
1962 Swedish Open Badminton Championships,WikiProject Badminton/tournament focus list
1969 Swedish Open Badminton Championships,WikiProject Badminton/tournament focus list
1958 Swedish Open Badminton Championships,WikiProject Badminton/tournament focus list
1988 Swedish Open Badminton Championships,WikiProject Badminton/tournament focus list
1972 Swedish Open Badminton Championships,WikiProject Badminton/tournament focus list
Arm Reliquary of the Apostles,Cleveland Museum of Art Open Access project
"Monstrance with the ""Paten of Saint Bernward""",Cleveland Museum of Art Open Access project
Votive or Civic Badge with a Crowned Figure Kneeling before Christ,Cleveland Museum of Art Open Access project
Reliquary of the True Cross,Cleveland Museum of Art Open Access project
Table Fountain,Cleveland Museum of Art Open Access project
Teapot,Cleveland Museum of Art Open Access project
Teapot,Cleveland Museum of Art Open Access project
Cup,Cleveland Museum of Art Open Access project
Candelabrum,Cleveland Museum of Art Open Access project
Teapot,Cleveland Museum of Art Open Access project
Plate with the Arms of the Vitelleschi Family,Cleveland Museum of Art Open Access project
Vase,Cleveland Museum of Art Open Access project
Vase,Cleveland Museum of Art Open Access project
Cup,Cleveland Museum of Art Open Access project
Elephants,Cleveland Museum of Art Open Access project
Peony,Cleveland Museum of Art Open Access project
Tulip,Cleveland Museum of Art Open Access project
Snakeshead,Cleveland Museum of Art Open Access project
Mixteca Series #12,Cleveland Museum of Art Open Access project
Complete Fragment #9,Cleveland Museum of Art Open Access project
Mixteca Series #12,Cleveland Museum of Art Open Access project
Untitled,Cleveland Museum of Art Open Access project
Complete Fragment #9,Cleveland Museum of Art Open Access project
Border of Heads and Palmettes from a Large Hanging,Cleveland Museum of Art Open Access project
In Blue,Cleveland Museum of Art Open Access project
Complete Fragment #9,Cleveland Museum of Art Open Access project
Border of Heads and Palmettes from a Large Hanging,Cleveland Museum of Art Open Access project
Mixteca Series #12,Cleveland Museum of Art Open Access project
M’hamid,Cleveland Museum of Art Open Access project
Cocktails and Cigarettes Punch Bowl,Cleveland Museum of Art Open Access project
Plate with the Arms of the Pucci Family,Cleveland Museum of Art Open Access project
Blackware Olla,Cleveland Museum of Art Open Access project
Plate with the Arms of the Vitelleschi Family,Cleveland Museum of Art Open Access project
Bottle,Cleveland Museum of Art Open Access project
Plate,Cleveland Museum of Art Open Access project
Heraldic Roundel with Arms of the Canton of Zürich,Cleveland Museum of Art Open Access project
Beaker,Cleveland Museum of Art Open Access project
Panneaux cintré Deux Pigeons,Cleveland Museum of Art Open Access project
Carafe Sirènes et Grenouilles,Cleveland Museum of Art Open Access project
Panneaux cintré Deux Pigeons,Cleveland Museum of Art Open Access project
Fifth Figure,Cleveland Museum of Art Open Access project
Jug,Cleveland Museum of Art Open Access project
