Subject,Object
Castiraga Vidardo,comune of Italy
Casanova Lerrone,Comune sparso
Arnasco,Comune sparso
Val di Chy,Comune sparso
Borgo Chiese,Comune sparso
Ventasso,Comune sparso
Primiero San Martino di Castrozza,Comune sparso
San Lorenzo Dorsino,Comune sparso
Fiscaglia,Comune sparso
Casciana Terme Lari,Comune sparso
Chions,Comune sparso
Zimella,Comune sparso
Trevignano,Comune sparso
Castiraga Vidardo,Comune sparso
Kujang County,county of North Korea
Ryongrim County,county of North Korea
Hwapyong County,county of North Korea
Sijung County,county of North Korea
Songwon County,county of North Korea
Songgan County,county of North Korea
Wiwon County,county of North Korea
Kopung County,county of North Korea
Sinchon County,county of North Korea
Usi County,county of North Korea
Sindo County,county of North Korea
Uiju County,county of North Korea
Ryongchon,county of North Korea
Ido,international auxiliary language
Esperanto,international auxiliary language
Toki Pona,a posteriori language
Esperanto,a posteriori language
Kootenai National Forest,United States National Forest
Gila National Forest,United States National Forest
Flathead National Forest,United States National Forest
Malheur National Forest,United States National Forest
Siuslaw National Forest,United States National Forest
Chugach National Forest,United States National Forest
Custer National Forest,United States National Forest
Olympic National Forest,United States National Forest
Sam Houston National Forest,United States National Forest
Uwharrie National Forest,United States National Forest
Erratum to: Modeling the spread of polio in an IPV-vaccinated population: lessons learned from the 2013 silent outbreak in southern Israel.,erratum
Erratum to: The GOOD life: Study protocol for a social norms intervention to reduce alcohol and other drug use among Danish adolescents.,erratum
Corrigendum: Genome-wide association of polycystic ovary syndrome implicates alterations in gonadotropin secretion in European ancestry populations.,erratum
Erratum to: Conformational changes and translocation of tissue-transglutaminase to the plasma membranes: role in cancer cell migration.,erratum
Erratum: Layer-dependent quantum cooperation of electron and hole states in the anomalous semimetal WTe2.,erratum
Corrigendum: LSD1 is essential for oocyte meiotic progression by regulating CDC25B expression in mice.,erratum
Legislative Assembly of Minas Gerais,unicameral legislature
Legislative Chamber of Federal District,unicameral legislature
Legislative Assembly of Tocantins,unicameral legislature
Legislative Assembly of Rio Grande do Sul,unicameral legislature
Legislative Assembly of Paraná,unicameral legislature
Legislative Assembly of Maranhão,unicameral legislature
Legislative Assembly of Espírito Santo,unicameral legislature
Legislative Assembly of Amapá,unicameral legislature
Legislative Assembly of Santa Catarina,unicameral legislature
Legislative Assembly of Sergipe,unicameral legislature
Legislative Assembly of Roraima,unicameral legislature
Legislative Assembly of Pernambuco,unicameral legislature
Legislative Assembly of Mato Grosso do Sul,unicameral legislature
2018 Vuelta a la Comunidad de Madrid,Vuelta a la Comunidad de Madrid
2017 Vuelta a la Comunidad de Madrid,Vuelta a la Comunidad de Madrid
2018 Vuelta a la Comunidad de Madrid,Vuelta a la Comunidad de Madrid
2017 Vuelta a la Comunidad de Madrid,Vuelta a la Comunidad de Madrid
1951 United Kingdom general election,United Kingdom general election
2015 United Kingdom general election,United Kingdom general election
1979 United Kingdom general election,United Kingdom general election
1964 United Kingdom general election,United Kingdom general election
2010 United Kingdom general election,United Kingdom general election
February 1974 United Kingdom general election,United Kingdom general election
1906 United Kingdom general election,United Kingdom general election
October 1974 United Kingdom general election,United Kingdom general election
1997 United Kingdom general election,United Kingdom general election
1983 United Kingdom general election,United Kingdom general election
126,decagonal number
artist-info exhibition ID,Wikidata property related to art
artist-info location ID,Wikidata property related to art
artist-info curator ID,Wikidata property related to art
artist-info exhibition ID,Wikidata property for an identifier
artist-info location ID,Wikidata property for an identifier
CETS number,Wikidata property related to law and justice
ctext work ID,Wikidata property for an identifier
CETS number,Wikidata property for an identifier
Prime Pages ID,Wikidata property related to mathematics
opinion joined by,Wikidata property related to law and justice
MEA Indian Mission ID,Wikidata property for an identifier
Pathway Ontology ID,Wikidata property for an identifier
Prime Pages ID,Wikidata property for an identifier
Transporter Classification Database ID,Wikidata property for an identifier
aperture,Wikidata property
Wildlife Protection Act 1972,Wikidata property
MEA Indian Mission ID,Wikidata property
charge conjugation quantum number,Wikidata property
stearic monoethanolamide,endocannabinoids
oleic monoethanolamide,endocannabinoids
palmidrol,endocannabinoids
anandamide,endocannabinoids
Portrait of Ercole Bottrigari.,work of art
Portrait of Françoise-Auguste Gevaert.,work of art
Portrait of Anton Francesco Doni.,work of art
Portrait of Alessandro Marcello.,work of art
Portrait of Jules Beer,work of art
Portrait of unknown,work of art
Portrait of Nicolò Coccon.,work of art
NumPy,mathematical software
Bank and Monument stations,station located underground
16th Street Baptist Church bombing,explosion
Birmingham pub bombings,explosion
Wall Street bombing,explosion
2017 Port Authority Bus Terminal explosion,terrorist attack
2018 Magnitogorsk building collapse,structural failure
2020 Tarragona explosion,explosion
April 2016 Kabul attack,terrorist attack
2018 Magnitogorsk building collapse,explosion
2017 Port Authority Bus Terminal explosion,explosion
2016 New York and New Jersey bombings,explosion
Békásmegyer Explosion,explosion
2020 Tarragona explosion,conflagration
Borj El Barmil,bastion
Borj Es-Salam,bastion
Borj Lalla Qadiya,bastion
Borj Sirat,architectural structure
Bastion VIII,bastion
Madakasira Bastion and Gateway,bastion
Borj Sirat,bastion
Bastion Saint-André,bastion
Bastion V,bastion
Pestalozzischule Zwickau,architectural structure
Funkerberg,architectural structure
Old BNZ Building,architectural structure
season,Wikidata property for items about works
Blue Jade,chemical tanker
Stolt Ilex,chemical tanker
Chemical Challenger,chemical tanker
Blue Jade,tanker
British Explorer,tanker
Site de Fondmarin de Crépy-en-Valois,nymphaeum
World Chess Championship 1929,World Chess Championship
FIDE World Chess Championship 1998,World Chess Championship
FIDE World Chess Championship 2005,World Chess Championship
World Chess Championship 1958,World Chess Championship
World Chess Championship 1927,World Chess Championship
FIDE World Chess Championship 2004,World Chess Championship
FIDE World Chess Championship 1996,World Chess Championship
Nationwide Arena,multi-purpose stadium
Robert F. Kennedy Memorial Stadium,multi-purpose stadium
Wembley Stadium,multi-purpose stadium
Docklands Stadium,cricket field
Waverley Park,cricket field
Punt Road Oval,cricket field
Robertson Oval,cricket field
Parc des Princes,association football stadium
Wembley Stadium,association football stadium
VTB Arena,multi-purpose stadium
RingCentral Coliseum,multi-purpose stadium
Docklands Stadium,multi-purpose stadium
Taipei Arena,multi-purpose stadium
Rheinstadion,multi-purpose stadium
Grandmother's Colour Button Collection,print
December 2014,December
Beni Suef Governorate,governorate of Egypt
Matrouh Governorate,governorate of Egypt
Minya Governorate,governorate of Egypt
Sohag Governorate,governorate of Egypt
Goa Shipyard Limited,shipbuilding company
Dravo Corporation,shipbuilding company
Columbia River Shipbuilding Company,shipbuilding company
ASC Pty Ltd,shipbuilding company
Holy Cross Preparatory School,girls school
South Hampstead High School,girls school
Queen's College London,girls school
2017 Fyen Rundt,Fyen Rundt
2016 Estonian presidential election,presidential election
2016 Gambian presidential election,presidential election
2016 Kiribati presidential election,presidential election
2016 Gambian presidential election,first-past-the-post voting
2018 Georgian presidential election,presidential election
2018 Montenegrin presidential election,presidential election
2019 North Macedonian presidential election,presidential election
2019 Indonesian presidential election,presidential election
2017 Slovenian presidential election,presidential election
2016 United States presidential election in Pennsylvania,presidential election
2016 Estonian presidential election,presidential election
2016 Gambian presidential election,presidential election
2016 Kiribati presidential election,presidential election
2017 Slovenian presidential election,two-round system
Ranmou Tomb and Huanwen Tomb,grave
Tomb of Wu Liang,grave
Tomb of Qiu Cheng,grave
Tomb Ami Said,grave
grave of saint John of Rila,grave
grave of Garegin Nzhdeh,grave
Schloss Goldenstein,castle
Island Learning Centre,Pupil Referral Unit
Brent River College,Pupil Referral Unit
Mayesbrook Park School,Pupil Referral Unit
Victoria Drive Primary Pupil Referral Unit,Pupil Referral Unit
College Hall,Pupil Referral Unit
Grand Army of the Republic Cemetery,urban park
Luke Skywalker,character from Star Wars
Moselle Viaduct,steel bridge
Göltzschtalbrücke,stone bridge
Göltzsch Viaduct,stone bridge
Brenztalbrücke,prestressed concrete bridge
Göltzsch Viaduct,railway bridge
Brenztalbrücke,girder bridge
Moselle Viaduct,girder bridge
Göltzschtalbrücke,bridge over valley
Brenztalbrücke,bridge over valley
Göltzsch Viaduct,bridge over valley
Moselle Viaduct,bridge over valley
Göltzschtalbrücke,road bridge
Brenztalbrücke,road bridge
Moselle Viaduct,beam bridge
Siuslaw River Bridge,tied-arch bridge
Čiovo bridge,road bridge
Siuslaw River Bridge,road bridge
Dowsk,hamlet
Arovo,hamlet
Illorsuit,hamlet
134-136 Walton Street,terrace of houses
Bellevue Apartments,terrace of houses
Grand Trunk Railway Terrace,terrace of houses
Rideau Terrace,terrace of houses
Heartz-O'Halloran Row,terrace of houses
"140–142 Cumberland Street, The Rocks",terrace of houses
Watch House Terrace,terrace of houses
"3–9 High Street, Millers Point",terrace of houses
Wellington Square Townhouses,terrace of houses
217-221 Stuart Street,terrace of houses
97-101 Yonge Street,terrace of houses
71-75 Mowat Avenue,terrace of houses
1961 Icelandic Badminton Championships,Icelandic Badminton Championships
1960 Icelandic Badminton Championships,Icelandic Badminton Championships
1959 Icelandic Badminton Championships,Icelandic Badminton Championships
1958 Icelandic Badminton Championships,Icelandic Badminton Championships
1957 Icelandic Badminton Championships,Icelandic Badminton Championships
1956 Icelandic Badminton Championships,Icelandic Badminton Championships
1955 Icelandic Badminton Championships,Icelandic Badminton Championships
Marietta National Cemetery,United States national cemetery
Golden Gate National Cemetery,United States national cemetery
Fort Snelling National Cemetery,United States national cemetery
Fort Sam Houston National Cemetery,United States national cemetery
Fort Rosecrans National Cemetery,United States national cemetery
Fort Logan National Cemetery,United States national cemetery
Øresund Bridge,international bridge
Harambe,mammal living in captivity
Fritz the Elephant,mammal living in captivity
Yan Yan,mammal living in captivity
Chieng-Mai,mammal living in captivity
Harambe,individual animal
Perlentaucher,cultural magazine
2019 Le Samyn,Le Samyn
2018 Le Samyn,Le Samyn
1989 Milan–San Remo,Milan – San Remo
1980 Milan–San Remo,Milan – San Remo
1966 Milan–San Remo,Milan – San Remo
1958 Milan–San Remo,Milan – San Remo
Milan – San Remo 2019,1.UWT
2018 Milan–San Remo,1.UWT
2017 Milan–San Remo,1.UWT
2016 Milan–San Remo,1.UWT
2015 Milan – San Remo,1.UWT
Milan – San Remo 2019,Milan – San Remo
2018 Milan–San Remo,Milan – San Remo
2017 Milan–San Remo,Milan – San Remo
2016 Milan–San Remo,Milan – San Remo
San Sebastián Classic 2019,1.UWT
2018 Clásica de San Sebastián,1.UWT
2017 Clásica de San Sebastián,1.UWT
2016 Clásica de San Sebastián,1.UWT
Trolleybuses in Lucerne,traffic system
Trolleybuses in St. Gallen,traffic system
Trolleybuses in Biel/Bienne,traffic system
Dortmund Stadtbahn,traffic system
The Glory of Gershwin,tribute album
2017 GP Cham-Hagendorn,sports festival
Mairie-lavoir et éolienne d'Arthonnay,lavoir
Lavoir de Voutenay-sur-Cure,lavoir
Lavoir Saint-Aignan,lavoir
Mairie-lavoir et éolienne d'Arthonnay,city hall
England at the 2018 FIFA World Cup,England at the FIFA World Cup
Noah Chippett Stage/Twine Loft and Wharf,fishing stage
Ponte-cais de Bissau,pier
Newlands Quay,wharf
Ponte-cais de Bissau,wharf
Noah Chippett Stage/Twine Loft and Wharf,wharf
2018 Erondegemse Pijl,Erondegemse Pijl
"35 Marywood Square, Lamp Standard",streetlight
"23 Marywood Square, Lamp Standard",streetlight
"7 Marywood Square, Lamp Standard",streetlight
"Edinburgh, Great Stuart Street, Lamp Standards",streetlight
Kawaguchi,special city of Japan
Kasukabe,special city of Japan
Kawaguchi,special city of Japan
Kasukabe,special city of Japan
Bình Thạnh,urban district of Vietnam
District 1,urban district of Vietnam
District 5,urban district of Vietnam
Tân Bình,urban district of Vietnam
District 3,urban district of Vietnam
Thủ Đức,urban district of Vietnam
District 11,urban district of Vietnam
District 6,urban district of Vietnam
District 10,urban district of Vietnam
2017 Nasiriyah attacks,shooting attack
Narvik college of engineering,higher education institution
Archives LGBTQI,voluntary association
Comede,voluntary association
Les lesbiennes dépassent les frontières,voluntary association
Conscience et Impact Écologique,voluntary association
Arcade Vintage,voluntary association
Lidové divadlo,voluntary association
Association Française de Catalanistes,voluntary association
Bundesarbeitsgemeinschaft Kinder- und Jugendschutz,voluntary association
Association pour la recherche et l'archivage de la mémoire arménienne,voluntary association
Hungarian Beekeepers Federation,voluntary association
К̆,Cyrillic letter
Ԭ,Cyrillic letter
Г̄,Cyrillic letter
Г̧,Cyrillic letter
Ӭ̄,Cyrillic letter
Ꚙ,Cyrillic letter
Ї́,Cyrillic letter
Ꙧ,Cyrillic letter
Ꙥ,Cyrillic letter
Ꙣ,Cyrillic letter
Ӭ̄,Cyrillic letter
Ꚙ,Cyrillic letter
Ӓ̄,Cyrillic letter
Ї́,Cyrillic letter
Surrey,non-metropolitan county
West Sussex,ceremonial county of England
Surrey,ceremonial county of England
Worcestershire,vice-county
Oxfordshire,non-metropolitan county
Warwickshire,non-metropolitan county
Worcestershire,non-metropolitan county
Oxfordshire,ceremonial county of England
Warwickshire,ceremonial county of England
Worcestershire,ceremonial county of England
Surrey,non-metropolitan county
Berkshire,non-metropolitan county
Nuremberg Central Station,Fernbahnhof
Berlin-Spandau station,Fernbahnhof
Hamburg-Altona station,Fernbahnhof
C-sharp major,key
G-flat major,key
D major,key
G-sharp major,key
Typhoon Kalmaegi,cyclone
Typhoon Fengshen,cyclone
Typhoon Nakri,cyclone
Typhoon Halong,cyclone
Severe Tropical Storm Matmo,cyclone
Typhoon Bualoi,cyclone
Site du patrimoine Jacques-Cartier,sector
Hanson-Taylor-Wright Heritage Site,sector
site patrimonial du Quartier-du-Moulin,sector
Dorchester Square and Place-du-Canada Heritage Site,sector
Budd Coast,coast
Kemp Coast,coast
Ingrid Christensen Coast,coast
Prince Harald Coast,coast
Lars Christensen Coast,coast
Fraunhofer Institute for Solar Energy Systems ISE,Fraunhofer Institute
Fraunhofer Institute for Production Technology,Fraunhofer Institute
Fraunhofer Institute for Material Flow and Logistics,Fraunhofer Institute
Fraunhofer Institute for Laser Technology,Fraunhofer Institute
Patriarchate of Peja,monastery (built complex)
MV Erika,shipwrecking
NRHP nomination: Brown Street Historic District,National Register of Historic Places nomination form
NRHP nomination: Ivoryton Historic District,National Register of Historic Places nomination form
NRHP nomination: Waverley Country Club Clubhouse,National Register of Historic Places nomination form
NRHP nomination: Oregon Caves Historic District boundary increase,National Register of Historic Places nomination form
NRHP nomination: Oregon Caves Historic District,National Register of Historic Places nomination form
Péhunco,Wikimedia duplicated page
OpenCV,free and open-source software
scikit-learn,software library
Tkinter,software library
OpenCV,software library
George Cross,cross
Pro Ecclesia et Pontifice,cross
War Cross for Military Valour,cross
Military Cross,cross
Cross of Merit,cross
Royal Red Cross,cross
Civil Defence Cross of Honour,military decoration
Meritorious Service Cross,military decoration
King Haakon VII Freedom Cross,military decoration
Military Cross,military decoration
Military Cross,"orders, decorations, and medals of the United Kingdom"
1965 US Open Badminton Championships,US Badminton Championships
1964 US Open Badminton Championships,US Badminton Championships
1963 US Open Badminton Championships,US Badminton Championships
1960 US Open Badminton Championships,US Badminton Championships
1959 US Open Badminton Championships,US Badminton Championships
1958 US Open Badminton Championships,US Badminton Championships
1957 US Open Badminton Championships,US Badminton Championships
1956 US Open Badminton Championships,US Badminton Championships
Bueng Ba,Tambon Council
Rung Rawi,Tambon Council
Mai Na Phiang,Tambon Council
Tha Nang Naeo,Tambon Council
Thang Khwang,Tambon Council
Don Du,Tambon Council
Chot Nong Kae,Tambon Council
Non Kha,Tambon Council
Sok Nok Ten,Tambon Council
2001 Volta ao Alentejo,Volta ao Alentejo
2000 Volta ao Alentejo,Volta ao Alentejo
1999 Volta ao Alentejo,Volta ao Alentejo
1998 Volta ao Alentejo,Volta ao Alentejo
1997 Volta ao Alentejo,Volta ao Alentejo
1996 Volta ao Alentejo,Volta ao Alentejo
1995 Volta ao Alentejo,Volta ao Alentejo
1994 Volta ao Alentejo,Volta ao Alentejo
1993 Volta ao Alentejo,Volta ao Alentejo
1992 Volta ao Alentejo,Volta ao Alentejo
Lincoln County,county of Oklahoma
Okfuskee County,county of Oklahoma
Payne County,county of Oklahoma
Muskogee County,county of Oklahoma
McClain County,county of Oklahoma
Pontotoc County,county of Oklahoma
McCurtain County,county of Oklahoma
Hercules,oratorio
Messiah,oratorio
Esther,oratorio
Theodora,oratorio
Semele,oratorio
Samson,oratorio
Die letzten Dinge,oratorio
Die Schuldigkeit des ersten Gebots,oratorio
Die Auferstehung und Himmelfahrt Jesu,oratorio
Solomon,oratorio
Easter Oratorio,oratorio
Judas Maccabaeus,oratorio
Atalia,oratorio
Yuzhnoye Tushino District,district of Moscow
Savyolovsky District,district of Moscow
Levoberezhny District,district of Moscow
Altufyevsky District,district of Moscow
Vostochnoye Degunino District,district of Moscow
Khoroshyovsky District,district of Moscow
Rostokino District,district of Moscow
Yuzhnoye Medvedkovo District,district of Moscow
Akademichesky District,district of Moscow
Timiryazevsky District,district of Moscow
Sviblovo District,district of Moscow
Novo-Peredelkino District,district of Moscow
Nekrasovka District,district of Moscow
Butyrsky District,district of Moscow
Molzhaninovsky District,district of Moscow
Party Rockets GT,musical group
Babymetal,musical group
Team Syachihoko,musical group
Shiritsu Ebisu Chugaku,musical group
Hinatazaka46,girl group
STU48,girl group
Keyakizaka46,girl group
NGT48,girl group
Babymetal,girl group
Team Syachihoko,girl group
2015 European Junior Badminton Championships,European Junior Badminton Championships
1973 European Junior Badminton Championships,European Junior Badminton Championships
2018 European Junior Badminton Championships,European Junior Badminton Championships
2017 European Junior Badminton Championships,European Junior Badminton Championships
1979 European Junior Badminton Championships,European Junior Badminton Championships
1977 European Junior Badminton Championships,European Junior Badminton Championships
2007 European Junior Badminton Championships,European Junior Badminton Championships
2011 European Junior Badminton Championships,European Junior Badminton Championships
2009 European Junior Badminton Championships,European Junior Badminton Championships
1983 European Junior Badminton Championships,European Junior Badminton Championships
1985 European Junior Badminton Championships,European Junior Badminton Championships
2013 European Junior Badminton Championships,European Junior Badminton Championships
Komuna e Pojanit,administrative region
Komuna e Kutallit,administrative region
Komuna e Gjepalajt,administrative region
Bashkia e Fushe-krujes,administrative region
Dom Luís I Bridge,deck arch bridge
Jiujiang Yangtze River Bridge,truss arch bridge
Dom Luís I Bridge,truss arch bridge
Tianxingzhou Yangtze River Bridge,road–rail bridge
Jiujiang Yangtze River Bridge,road–rail bridge
Wuhu Yangtze River Bridge,road–rail bridge
Caiyuanba Bridge,road–rail bridge
Ponto do Pocinho,road–rail bridge
Västerbotten County,county of Sweden
Örebro County,county of Sweden
Dalarna County,county of Sweden
Jönköping County,county of Sweden
Beacon of Home cape,beacon
Beacon of Punta Couso,beacon
Beacon of Tampo island,beacon
Beacon of Rúa island,beacon
Hepplewhite,art style
Trewhiddle style,art style
Ontario Cottage,art style
châteauesque,art style
Timurid art,art style
Islamic art of the Emirate and the Caliphate,art style
Mosan art,art style
Romanesque art in Catalonia,art style
1975 NBA Draft,National Basketball Association Draft
2009 NBA Draft,National Basketball Association Draft
2000 NBA Draft,National Basketball Association Draft
1997 NBA Draft,National Basketball Association Draft
2016 Binche–Chimay–Binche,Binche-Chimay-Binche
2015 Binche–Chimay–Binche,Binche-Chimay-Binche
2014 Binche–Chimay–Binche,Binche-Chimay-Binche
2012 Binche–Chimay–Binche,Binche-Chimay-Binche
Sunlight Group,group
Hamersley Group,group
Oronto Group,group
Bayfield group,group
Felsfreistellung Backofen ESE von Oberküps,rock
Felsgruppe WNW von Ebneth,rock
Felsturm Rauhenstein NW von Wallersberg,rock
Felsturm Mönch N von Kleinziegenfeld,rock
Joaquin de la Vega,film character
Ender Wiggin,film character
Lisa Simpson,television character
Bart Simpson,television character
Moka Akashiya,animated character
Raziel,vampire in a work of fiction
Moka Akashiya,comics character
Raziel,superhero
Snegurochka,folkloristic character
Jack Frost,folkloristic character
Till Eulenspiegel,folkloristic character
Sinterklaas,television character
Snegurochka,animated character
Sinterklaas,fictional human
Snegurochka,fictional human
Sinterklaas,folk saint
Sinterklaas,literary character
Shahryar,literary character
Palpatine,fictional human
Anakin Skywalker,fictional human
Palpatine,fictional human
Bentina Beakley,television character
Launchpad McQuack,television character
Ludwig Von Drake,television character
Launchpad McQuack,animated character
Raphael,mutant
Leonardo,mutant
Raphael,Teenage Mutant Ninja Turtles character
Leonardo,Teenage Mutant Ninja Turtles character
Raphael,superhero film character
Leonardo,superhero film character
Raphael,video game character
Splinter,comics character
Raphael,superhero
Michelangelo,fictional turtle
Donatello,television character
Michelangelo,television character
Donatello,animated character
Michelangelo,animated character
Donatello,video game character
Delirium,cosmic entity
Zeus,comics character
Delirium,comics character
Martian Manhunter,superhero
Robert Arryn,Game of Thrones character
Bran Stark,Game of Thrones character
Arya Stark,Game of Thrones character
Robert Arryn,A Song of Ice and Fire character
Bran Stark,A Song of Ice and Fire character
Arya Stark,A Song of Ice and Fire character
Joaquin de la Vega,fictional child
Robert Arryn,fictional child
Danny Torrance,fictional child
Bran Stark,fictional child
Arya Stark,fictional child
Ender Wiggin,fictional child
Lisa Simpson,fictional child
Bart Simpson,fictional child
Danny Torrance,horror film character
Spawn,superhero
Hellboy,superhero
Belthazor,demon in a work of fiction
Zankou,fictional shapeshifter
Belthazor,television character
Zankou,television character
Belthazor,supervillain
Lazar 3,infantry fighting vehicle
Tulpar,infantry fighting vehicle
Egyptian Infantry Fighting Vehicle,infantry fighting vehicle
ACV-300,infantry fighting vehicle
BMD-3,infantry fighting vehicle
Freccia,infantry fighting vehicle
Dardo IFV,infantry fighting vehicle
Mitsubishi Type 89 IFV,infantry fighting vehicle
BMP-3,infantry fighting vehicle
K21,infantry fighting vehicle
Es Mercadal,municipality of Spain
Es Castell,municipality of Spain
Llucmajor,municipality of Spain
Capdepera,municipality of Spain
Sant Lluís,municipality of Spain
Santa Margalida,municipality of Spain
Es Migjorn Gran,municipality of Spain
Sant Josep de sa Talaia,municipality of Spain
Santanyí,municipality of Spain
Sant Joan de Labritja,municipality of Spain
Santa Eulària des Riu,municipality of Spain
Sant Llorenç des Cardassar,municipality of Spain
Ferreries,municipality of Spain
Las Palmas de Gran Canaria,municipality of Spain
Linwood Township,urban township of Minnesota
Hassan Township,urban township of Minnesota
Grant Valley Township,urban township of Minnesota
Frohn Township,urban township of Minnesota
Saqqaq,human settlement
Kangaamiut,human settlement
Saqqaq,rural area
Alluitsup Paa,rural area
Kangaamiut,rural area
Innfjorden,rural area
Ikamiut,rural area
Hof Aza Regional Council,human settlement
105 Mile Post Indian Reserve No. 2,Indian reserve
Old Fort 217,human settlement
Akwesasne 59,Indian reserve
Old Fort 217,Indian reserve
Aughleam,human settlement
Ráth Cairn,human settlement
Rossaveal,human settlement
Feothanach,human settlement
Zona Artigianale S.P. 157,human settlement
Località Badile,human settlement
Il Girasole,human settlement
Zona Industriale,human settlement
Industrie,human settlement
Zona Industriale Edilmac,human settlement
Zona Industriale De Magistris,human settlement
Zona Industriale Comiti,human settlement
Malacoda Zona Industriale,human settlement
Montblanc,human settlement
Omurtag,human settlement
"Levski, Pleven Province",human settlement
2018 Himmerland Rundt,Himmerland Rundt
2018 ZLM Tour,ZLM Tour
2017 ZLM Tour,ZLM Tour
2018 ZLM Tour,ZLM Tour
2017 ZLM Tour,ZLM Tour
"Grane Mill, Haslingden Including Boundary Walls And North Yard",mill building
"Bristol Mill, Edinburgh Road",mill building
Healey New Mill Including Attached Chimney,mill building
"Bristol Mill, Edinburgh Road",mill building
wxPython,widget toolkit
Chamber Music by Chopin,group of works
Works for Piano and Orchestra,group of works
Piano Sonatas,group of works
popular trilogy,group of works
Preludes,group of works
The Second Booke of Songes or Ayres,group of works
Ballades,group of works
2011 southern Israel cross-border attacks,battle
H&M,fashion label
Tesco,brick and mortar company
H&M,brick and mortar company
