Subject,Object
Rose Manor,heritage designation
House of Freedom,national monument of Bolivia
House of Freedom,national monument of Bolivia
Straßenanschnitt Königsstuhl bei Bad Berneck,Naturdenkmal in Germany
Straßenaufschluss N von Seitendorf,Naturdenkmal in Germany
Krönner-Riff SE von Bayerisch Gmain,Naturdenkmal in Germany
Placunopsiden-Riff Tiefenstockheim,Naturdenkmal in Germany
Straßenanschnitt Königsstuhl bei Bad Berneck,Naturdenkmal in Germany
Gletscherschliff Jachenau,Naturdenkmal in Germany
Felsfreistellung Backofen ESE von Oberküps,Naturdenkmal in Germany
Felsgruppe WNW von Ebneth,Naturdenkmal in Germany
Felsturm Rauhenstein NW von Wallersberg,Naturdenkmal in Germany
Felsturm Mönch N von Kleinziegenfeld,Naturdenkmal in Germany
St. Helen's Gate,Grade 1
Mediterranean Conference Centre,Grade 1
Spauregg,Cultural heritage monuments in South Tyrol
Noah Chippett Stage/Twine Loft and Wharf,municipal heritage site
Noah Chippett Stage/Twine Loft and Wharf,municipal heritage site
Oude Zeedijkmolen,Beschermd erfgoed
Little Theatre of Epidaurus,listed archaeological site in Greece
Ancient theater of Chaeronea,listed archaeological site in Greece
small theatre of Ambracia,listed archaeological site in Greece
Ancient Greek theatre of Aigeira,listed archaeological site in Greece
ancient Greek theatre of Sicyon,listed archaeological site in Greece
Theatre of Messene,listed archaeological site in Greece
Theater of Elis,listed archaeological site in Greece
Hellenistic theatre of Dion,listed archaeological site in Greece
ancient Greek theatre of Pleuron,listed archaeological site in Greece
ancient theater of Calydon,listed archaeological site in Greece
Ancient theatre of Philippi,listed archaeological site in Greece
Great Theatre of Argos,listed archaeological site in Greece
Mieza Theatre,listed archaeological site in Greece
Terezije Bridge,Cultural Monument of Exceptional Importance
Patriarchate of Peja,Cultural Monument of Exceptional Importance
Georgenberg,Denkmalgeschütztes Objekt
Mariensäule Hauptplatz Stainz,Denkmalgeschütztes Objekt
Gurk Cathedral,Denkmalgeschütztes Objekt
Golden Roof,Denkmalgeschütztes Objekt
Mittelweiherburg,Denkmalgeschütztes Objekt
Golden Roof,Denkmalgeschütztes Objekt
Schloss Goldenstein,Denkmalgeschütztes Objekt
Schloss Amberg,Denkmalgeschütztes Objekt
Ansitz Sonnenburg,Denkmalgeschütztes Objekt
Burg Schönweer,Denkmalgeschütztes Objekt
Ansitz Herzoghof Krems,Denkmalgeschütztes Objekt
Building 18011-122,Grade C listed building in Acre Israel
Building 18010-18,Grade C listed building in Acre Israel
Building 18010-91,Grade C listed building in Acre Israel
Building 18011-85,Grade C listed building in Acre Israel
Building 18010-91,Grade C listed building in Acre Israel
Building 18011-85,Grade C listed building in Acre Israel
Building 18010-91,Grade C listed building in Acre Israel
Ranmou Tomb and Huanwen Tomb,part of World Heritage Site
Tomb of Wu Liang,part of World Heritage Site
Tomb of Qiu Cheng,part of World Heritage Site
Tomb Ami Said,part of World Heritage Site
grave of saint John of Rila,part of World Heritage Site
Auschwitz I concentration camp,part of World Heritage Site
Auschwitz I concentration camp,part of World Heritage Site
Belfry of Saint-Riquier,part of World Heritage Site
Belfry of Thuin,part of World Heritage Site
Belfry of Tielt,part of World Heritage Site
Belfry of Rue,part of World Heritage Site
Belfry of Comines,part of World Heritage Site
Belfry of Veurne,part of World Heritage Site
Bruderhaus,Kulturdenkmal
Station 16 Pfaffenberg,Kulturdenkmal
Station 44 Kottmar,Kulturdenkmal
Station 3 Jauernick,Kulturdenkmal
Station 2 Nostitzhöhe,Kulturdenkmal
Station 41 Hutberg,Kulturdenkmal
Station 40 Schanzberg,Kulturdenkmal
Station 43 Spitzberg,Kulturdenkmal
Station 1 Oßling,Kulturdenkmal
Station 29 Buchberg,Kulturdenkmal
Drusenküppel,Kulturdenkmal
Pestalozzischule Zwickau,Kulturdenkmal
Kugelbake,Kulturdenkmal
Leuchtturm Norderney,Kulturdenkmal
Leuchtturm Norderney,Kulturdenkmal
Bundeswehrkrankenhaus,Kulturdenkmal
Breitenstein Castle,Kulturdenkmal
Bundeswehrkrankenhaus,Kulturdenkmal
Bildstock und Wegestein Crostwitz Richtung Neudörfel,Kulturdenkmal
Casa Pia and College of the Orphans of Saint Joachim,Heritage of Portuguese Influence
Fortaleza de São José de Macapá,Heritage of Portuguese Influence
Fort of the Holy Cross,Heritage of Portuguese Influence
Fortress of Our Lady of Pleasures of Pau Amarelo,Heritage of Portuguese Influence
Fort Kastella,Heritage of Portuguese Influence
Fort of Saint Antony Além‐do‐Carmo,Heritage of Portuguese Influence
Fort of the Holy Cross,Heritage of Portuguese Influence
Fortress of Our Lady of Pleasures of Pau Amarelo,Heritage of Portuguese Influence
Ponte-cais de Bissau,Heritage of Portuguese Influence
Ponte-cais de Bissau,Heritage of Portuguese Influence
Jerrabomberra Wetlands Nature Reserve,listed on the Australian Capital Territory Heritage Register
Jerrabomberra Wetlands Nature Reserve,listed on the Australian Capital Territory Heritage Register
Kröller-Müller Museum,Rijksmonument
Kröller-Müller Museum,Rijksmonument
city wall of Montfoort,Rijksmonument
Pampus,Rijksmonument
Bunker Battery Den Hoorn,Rijksmonument
Waag,Rijksmonument
Waag,Rijksmonument
Kaaswaag,Rijksmonument
Waag,Rijksmonument
"Theekoepel, Rosendael",Rijksmonument
Ruimzicht: tea dome,Rijksmonument
"Theekoepel, Eindenhout",Rijksmonument
Theekoepel van de Rijp,Rijksmonument
Gonzen,class A Swiss cultural property of national significance
Mormont,class A Swiss cultural property of national significance
Stadtbefestigung: Torhaus bei Brücke; Stadtmauer; Hexenturm;Lenzburger Tor mit Zeitturm,class A Swiss cultural property of national significance
Kongresshaus,class A Swiss cultural property of national significance
Portal-capilla de San Miguel,Bien de Interés Cultural (generic)
Quaker Meeting House,designated heritage property (part IV)
Die Trauernde,architectural heritage monument in North Rhine-Westphalia
Brundby Stubmølle,monument on Kulturstyrelsen register
Torkilstrup Windmill,monument on Kulturstyrelsen register
Amritavarshini Vav,State Protected Monument
Fort Rosecrans National Cemetery,California Historical Landmark
Presidency Jail,KMC Heritage Building Grade I
Equestrian statue of Dom Pedro I,INEPAC Good Class
Pont du Gard,UNESCO World Heritage Site
Royal Library of Turin,UNESCO World Heritage Site
Complejo educativo Virgen de la Peana,Bien Inventariado del Patrimonio Cultural Aragonés
Church of the Assumption of the Virgin Mary,national cultural monument of the Czech Republic
Leicester's Church,Grade I listed building
"Sections of wall running south along Esplanade from south-west corner of Simnel Street to University Air Squadron Headquarters at south end of Bugle Street. Includes The Arcades, The West Gate, Blue Anchor Postern and Biddles Gate",Grade I listed building
Hafodunos,Grade I listed building
Hailes Abbey,Grade I listed building
Tintern Abbey,Grade I listed building
Kanta-Tapanila,protected by the law on the protection of the architectural heritage in Finland
stable in Hosko forestry mansion,protected by the law on the protection of the architectural heritage in Finland
stable in Mommola Manor,protected by the law on the protection of the architectural heritage in Finland
stable in Wiurila Manor,protected by the law on the protection of the architectural heritage in Finland
grave of Garegin Nzhdeh,cultural heritage monument in Armenia
El Soler de Mansolí,Cultural Asset part of the architectural heritage of Catalonia
Mas Romaní,Cultural Asset part of the architectural heritage of Catalonia
Fenollet,Cultural Asset part of the architectural heritage of Catalonia
el Reig,Cultural Asset part of the architectural heritage of Catalonia
Mas del carrer Enric d'Ossó,Cultural Asset part of the architectural heritage of Catalonia
Mas de la carretera de Tortosa a Santa Bàrbara,Cultural Asset part of the architectural heritage of Catalonia
Mas Martí,Cultural Asset part of the architectural heritage of Catalonia
el Crous,Cultural Asset part of the architectural heritage of Catalonia
Mas la Cau,Cultural Asset part of the architectural heritage of Catalonia
Trasserra,Cultural Asset part of the architectural heritage of Catalonia
el Perer,Cultural Asset part of the architectural heritage of Catalonia
Mierons,Cultural Asset part of the architectural heritage of Catalonia
la Riera,Cultural Asset part of the architectural heritage of Catalonia
Ta Kuan-Yin Ting and Hsin-Chi Kung,county-level monument
Burnham Westgate Hall,Grade II* listed building or structure
Bodorgan Hall,Grade II* listed building or structure
Barmoor Castle,Grade II* listed building or structure
"Grane Mill, Haslingden Including Boundary Walls And North Yard",Grade II* listed building or structure
Mairie-lavoir et éolienne d'Arthonnay,« Patrimoine du XXe siècle » label
Mairie-lavoir et éolienne d'Arthonnay,« Patrimoine du XXe siècle » label
Ziegelgraben Bridge,architectural heritage monument in Mecklenburg-Vorpommern
Wybunbury Moss,Site of Special Scientific Interest
Old Barrington Meeting House,national historic site of Canada
Mary's column,monument of national significance
North West Mounted Police Stables,recognized federal heritage building of Canada
SS Thomée,listed historical ship in Sweden
Norrtelje,listed historical ship in Sweden
Engelbrekt,listed historical ship in Sweden
MV Västan,listed historical ship in Sweden
Bergwerk Käpfnach,class B Swiss cultural property of regional significance
Auckland War Memorial Museum,NZHPT Category I listing
Auckland War Memorial Museum,NZHPT Category I listing
Portal del Bisbe,Cultural Asset of National Interest
Forte de Santo Antônio da Barra,historic heritage of Brazil
Small Fort of Our Lady of Monserrate,historic heritage of Brazil
Forte de Santo Antônio da Barra,historic heritage of Brazil
Small Fort of Our Lady of Monserrate,historic heritage of Brazil
The Sand-Covered Church,protected ancient monument in Denmark
Prøvestenen,protected ancient monument in Denmark
Church of St. Denis,exceptional heritage of Wallonia
St. Peter's Parish Church,monument of local significance
Přívozská 22,cultural monument of the Czech Republic
Hybernská 42,cultural monument of the Czech Republic
Palackého 1,cultural monument of the Czech Republic
Palác na Kopečku,cultural monument of the Czech Republic
Americká 7,cultural monument of the Czech Republic
Chopinova 6,cultural monument of the Czech Republic
Botanická 4,cultural monument of the Czech Republic
Kampelíkova 2,cultural monument of the Czech Republic
Heinrichova 32,cultural monument of the Czech Republic
Jiříkovského 6,cultural monument of the Czech Republic
Heinrichova 9,cultural monument of the Czech Republic
Na Kocandě,cultural monument of the Czech Republic
Church of Saint Wenceslaus,part of national heritage site in the Czech Republic
Church of Saint James the Greater,cultural monument of the Czech Republic
Church of Saint John the Baptist,cultural monument of the Czech Republic
Church of Saints Peter and Paul,cultural monument of the Czech Republic
Church of Saint Nicholas,cultural monument of the Czech Republic
Church of Saint James the Greater,cultural monument of the Czech Republic
Maria column,cultural monument of the Czech Republic
Maria column,cultural monument of the Czech Republic
Devotional pillar in Brtníky,cultural monument of the Czech Republic
Maria column in Brno-Řečkovice,cultural monument of the Czech Republic
Maria column in Benešov nad Ploučnicí,cultural monument of the Czech Republic
Maria column,part of national heritage site in the Czech Republic
Maria column,cultural monument of the Czech Republic
Maria column,cultural monument of the Czech Republic
Maria column in Obříství,cultural monument of the Czech Republic
Statue of Madona,cultural monument of the Czech Republic
Maria column in Obříství,cultural monument of the Czech Republic
signpost,cultural monument of the Czech Republic
Valdice Charterhouse,cultural monument of the Czech Republic
Grand Matsu Temple,country-level monument
Xinzhuang Guangfu Temple,country-level monument
Grand Matsu Temple,country-level monument
stable in Utsjoki police station,building protected by Decree 480/85 in Finland
stable in Utsjoki rectory,building protected by Decree 480/85 in Finland
stable in Pitkäjärvi forestry hut,building protected by Decree 480/85 in Finland
stable in Naapankivaara ranger's estate,building protected by Decree 480/85 in Finland
stable and shed in Koitsanlahti Manor,building protected by Decree 480/85 in Finland
new stable in Myllymäki torp,building protected by Decree 480/85 in Finland
old stable in Myllymäki torp,building protected by Decree 480/85 in Finland
stable and shed 2 in Ainola,building protected by Decree 480/85 in Finland
Pegasus Bridge,site naturel classé
"Armenian Church, Gheorgheni",historic monument
Pelourinho da Bemposta,Immovable Cultural Heritage of Public Interest
Pillory of Cerva,Immovable Cultural Heritage of Public Interest
Pillory of Gouvães do Douro,Immovable Cultural Heritage of Public Interest
Pillory of Atalaia do Campo,Immovable Cultural Heritage of Public Interest
Pillory of Algoso,Immovable Cultural Heritage of Public Interest
Bazaar of Kermanshah,Iranian National Heritage
Bazaar Haj Zaman,Iranian National Heritage
Grand Bazaar,Iranian National Heritage
Vakil Bazaar,Iranian National Heritage
"St. Peter's Church, Munich",architectural heritage monument in Bavaria
"St. Paul's Church, Munich",architectural heritage monument in Bavaria
St. Benno's Church,architectural heritage monument in Bavaria
Mariensäule,architectural heritage monument in Bavaria
Wegweiser Kronburg,architectural heritage monument in Bavaria
Carbisdale Castle,category B listed building
"Edinburgh, Grassmarket, K6 Telephone Kiosk",category B listed building
"Aberdeen, Hazlehead Avenue, Hazelhead Park, K6 Telephone Kiosk",category B listed building
"Kirkland, Signpost At Junction Of A702 And B729",category B listed building
"35 Marywood Square, Lamp Standard",category B listed building
"23 Marywood Square, Lamp Standard",category B listed building
"7 Marywood Square, Lamp Standard",category B listed building
"Edinburgh, Great Stuart Street, Lamp Standards",category B listed building
"Bristol Mill, Edinburgh Road",category B listed building
"Bristol Mill, Edinburgh Road",category B listed building
