Subject,Object
fried rice,cooked rice
2004 Copa Colsanitas,2004 Copa Colsanitas Seguros Bolivar – Doubles
Second Epistle of Peter,2 Peter 2
Second Epistle of Peter,2 Peter 2
ゑ,ヱ
1992 Welsh International Badminton Championships,1992 Welsh International Badminton Championships – Men's singles
2003 Priority Telecom Open,2003 Priority Telecom Open – Doubles
2003 Irish Open Badminton Championships,2003 Irish Open Badminton Championships – Men's doubles
Ꚙ,О
Ꚙ,О
Gliese 269,HD 57095A
2001 Copa Colsanitas,2001 Copa Colsanitas – Doubles
1990 Thriftway ATP Championships,1990 Thriftway ATP Championships – Singles
Regent Centre Interchange,escalator
Regent Centre Interchange,escalator
め,メ
1995 Welsh International Badminton Championships,1995 Welsh International Badminton Championships – Men's singles
AMP-dependent synthetase/ligase,AMP-binding
1948,November 1948
2009 European Junior Badminton Championships,2009 European Junior Badminton Championships – Men's singles
1965 Danish Badminton Championships,1965 Danish Badminton Championships – Women's singles
Ӓ̄,А
ASCHA/NIOSH Conference: Selected Abstracts,Promoviendo Farmworker Safety: an intervention designed to increase farm safety practices among migrant and seasonal farmworkers
2011 German International Junior Badminton Championships,2011 German Junior International Badminton Championships – Men's doubles
Judicator Caste,Protoss
2019 Tour of the Basque Country,"2019 Tour of the Basque Country, stage 3"
2019 Tour of the Basque Country,"2019 Tour of the Basque Country, stage 1"
Kobe metropolitan area,Kōbe
1968 Danish Badminton Championships,1968 Danish Badminton Championships – Women's singles
Legislative Assembly of Roraima,state deputy of Roraima
2024 Spanish Badminton Championships,2023 Spanish Badminton Championships – Men's doubles
First Epistle to Timothy,1 Timothy 5
1997 Thailand Open Badminton Championships,1997 Thailand Open Badminton Championships – Women's doubles
NGC 6045,NGC 6045B
NGC 6045,NGC 6045B
2008 Copa Colsanitas,2008 Copa Colsanitas – Doubles
2002 DFS Classic,2002 DFS Classic – Singles
Stockton metropolitan statistical area,San Joaquin County
Dutch National Road Race Championships,1988 Netherlands National Road Race Championships
1968 Welsh International Badminton Championships,1968 Welsh International Badminton Championships – Men's singles
HD 21427,HD 21427B
HD 21427,HD 21427A
2012 Danmark Rundt,"2012 Danmark Rundt, Stage 2"
1996 Internazionali Femminili di Palermo,1996 Internazionali Femminili di Palermo – Singles
1996 Internazionali Femminili di Palermo,1996 Internazionali Femminili di Palermo – Singles
2000 Thailand Open Badminton Championships,2000 Thailand Open Badminton Championships – Women's doubles
2006 DFS Classic,2006 DFS Classic – Doubles
1990 Slovenian Badminton Championships,1990 Slovenian Badminton Championships – Men's doubles
2012 Eneco Tour,"2012 Eneco Tour, Stage 1"
HD 82989,TYC 8949-400-1
1993 Thailand Open Badminton Championships,1993 Thailand Open Badminton Championships – Women's doubles
"Formyl transferase, N-terminal","Phosphoribosylglycinamide formyltransferase, active site"
1988 Canadian Open Badminton Championships,1988 Canadian Open Badminton Championships – Men's doubles
1993 Welsh Badminton Championships,1993 Welsh Badminton Championships – Men's singles
2011 Badminton World Championships,2011 Badminton World Championships – Women's Doubles
1991 Estonian Badminton Championships,1991 Estonian Badminton Championships – Men's doubles
2023 Spanish Badminton Championships,2024 Spanish Badminton Championships – Men's doubles
1988 Welsh Badminton Championships,1988 Welsh Badminton Championships – Men's singles
2017 Tour de France,"2017 Tour de France, Stage 1"
2017 Tour de France,"2017 Tour de France, Stage 3"
2017 Tour de France,"2017 Tour de France, Stage 1"
2017 Tour de France,"2017 Tour de France, Stage 18"
2005 Denmark Open Badminton Championships,2005 Denmark Open Badminton Championships – Men's singles
1986 US Open Badminton Championships,1986 US Open Badminton Championships – Men's singles
2001 Britannic Asset Management International Championships,2001 Britannic Asset Management International Championships – Singles
2000 Estonian Badminton Championships,2000 Estonian Badminton Championships – Men's doubles
2013 European Junior Badminton Championships,2013 European Junior Badminton Championships – Men's singles
Ї́,acute accent
Ї́,acute accent
Osaka metropolitan area,Sakai
Osaka metropolitan area,Ōsaka
1942 Swedish Badminton Championships,1942 Swedish Badminton Championships – Mixed doubles
Tapestries of the Gods,Saturn
The Gods,Saturn
suspiro de limeña,Manjar blanco
Legislative Assembly of Paraná,state deputy of Paraná
2008 Irish Open Badminton Championships,2008 Irish Open Badminton Championships – Men's doubles
Tumacácori National Historical Park,Guevavi Mission
1999 Thailand Open Badminton Championships,1999 Thailand Open Badminton Championships – Women's doubles
1985 Welsh Badminton Championships,1985 Welsh Badminton Championships – Men's singles
Colombian National Road Race Championships,2010 Colombian National Road Race Championships
Colombian National Road Race Championships,2019 Colombian National Road Race Championships
1995 Thriftway ATP Championships,1995 Thriftway ATP Championships – Singles
1995 Slovenian Badminton Championships,1995 Slovenian Badminton Championships – Men's doubles
2013 Eneco Tour,"2013 Eneco Tour, Stage 1"
estradiol/norethisterone acetate,(17S)-norethindrone acetate
2007 Boston Open Badminton Championships,2007 Boston Open Badminton Championships – Men's doubles
2008 Thailand Open Badminton Championships,2008 Thailand Open Badminton Championships – Women's doubles
Samsung Gear,Samsung Galaxy Gear
Google Glass,digital camera
1947 Irish Open Badminton Championships,1947 Irish Open Badminton Championships – Men's doubles
ethinylestradiol/drospirenone/levomefolic acid,levomefolic acid
Ballades,"Ballade No. 2 in F major, Op. 38"
1988 Spanish Open,1988 Spanish Open – Singles
Legislative Assembly of Maranhão,state deputy of Maranhão
2017 Volta a Catalunya,"2017 Volta a Catalunya, Stage 1"
HD 73574,WDS J08397+2005A
software,computer program
1984 Welsh Badminton Championships,1984 Welsh Badminton Championships – Men's singles
1998 African Badminton Championships,1998 African Badminton Championships – Men's doubles
1986 Edgbaston Cup,1986 Edgbaston Cup – Singles
NGC 6845,NGC 6845A
Fachhochschule Kiel,Computermuseum der Fachhochschule Kiel
1984 African Badminton Championships,1984 African Badminton Championships – Men's doubles
2013 Giro d'Italia,"2013 Giro d'Italia, Stage 1"
2012 Copa Sony Ericsson Colsanitas,2012 Copa Sony Ericsson Colsanitas – Doubles
が,か
Omega Aurigae,ome Aur A
2005 DFS Classic,2005 DFS Classic – Doubles
1950 Irish Open Badminton Championships,1950 Irish Open Badminton Championships – Men's doubles
city wall of Montfoort,Stadhuis van Montfoort
1985 European Junior Badminton Championships,1985 European Junior Badminton Championships – Men's singles
1962 US Open Badminton Championships,1962 US Open Badminton Championships – Men's singles
1994 Open Gaz de France,1994 Open Gaz de France – Singles
2011 European Junior Badminton Championships,2011 European Junior Badminton Championships – Men's singles
Second Epistle to Timothy,2 Timothy 2
1999 Torneo Internazionale,1999 Torneo Internazionali Femminili di Palermo – Doubles
1999 Torneo Internazionale,1999 Torneo Internazionali Femminili di Palermo – Doubles
1996 Thailand Open Badminton Championships,1996 Thailand Open Badminton Championships – Women's doubles
1973 European Junior Badminton Championships,1973 European Junior Badminton Championships – Men's singles
2009 Copa Sony Ericsson Colsanitas,2009 Copa Sony Ericsson Colsanitas – Doubles
1963 Danish Badminton Championships,1963 Danish Badminton Championships – Women's singles
2007 European Junior Badminton Championships,2007 European Junior Badminton Championships – Men's singles
1987 Pilot Pen Classic,1987 Pilot Pen Classic – Singles
2015 Badminton World Championships,2015 Badminton World Championships – Women's doubles
1989 Slovenian Badminton Championships,1989 Slovenian Badminton Championships – Men's doubles
1997 Slovenian Badminton Championships,1997 Slovenian Badminton Championships – Men's doubles
Nashville,Lakewood
Nashville,Lakewood
2012 AEGON Classic,2012 AEGON Classic – Doubles
2004 Denmark Open Badminton Championships,2004 Denmark Open Badminton Championships – Men's singles
1948 Irish Open Badminton Championships,1948 Irish Open Badminton Championships – Men's doubles
Cuajada,sheep milk
Portuguese National Road Race Championships,2013 Portuguese National Road Race Championships
よ,ヨ
Czech National Road Race Championships,2000 Czech National Road Race Championships
2003 Madrid Trofeo Union Fenosa,2003 Madrid Trofeo Union Fenosa – Doubles
2016 Tour de Romandie,"Tour de Romandie 2016, prologue stage"
Aemilia gens,Aemilii Paulli
Aemilia gens,Aemilii Lepidi
Aemilia gens,Aemilii Regilli
2014 Indian general election in Kerala,2014 Indian general election in Kasaragod Lok Sabha constituency
1991 Thriftway ATP Championships,1991 Thriftway ATP Championships – Singles
1994 Estonian Badminton Championships,1994 Estonian Badminton Championships – Men's doubles
mestranol/norethisterone,norethindrone
や,ヤ
1992 Thriftway ATP Championships,1992 Thriftway ATP Championships – Singles
Abell 2199,NGC 6166
37 Pegasi,37 Peg A
2013 German International Junior Badminton Championships,2013 German Junior International Badminton Championships – Men's doubles
1937 Irish Open Badminton Championships,1937 Irish Open Badminton Championships – Men's doubles
benzoyl peroxide/clindamycin,benzoyl peroxide
2017 Tour of the Basque Country,"2017 Tour of the Basque Country, Stage 1"
New Zealand National Road Race Championships,1989 New Zealand National Road Race Championships
New Zealand National Road Race Championships,2020 New Zealand National Road Race Championships
1979 European Junior Badminton Championships,1979 European Junior Badminton Championships – Men's singles
Stoke-on-Trent City Council,council of Stoke-on-Trent City Council
も,モ
2017 Quick-Step Floors,Philippe Gilbert
2017 Quick-Step Floors,Dries Devenyns
Licinia gens,Licinii Murenae
Licinia gens,Licinii Crassi
Licinia gens,Licinius Calvus
Bristol City Council,History of Bristol City Council
de la Cruz,space
de la Rosa,space
de Lima,space
de la Vega,space
de Jong,space
de la Cueva,space
de las Cuevas,space
de Alencar,space
de la Torre,space
de Jonge,space
de la Peña,space
de la Puerta,space
1987 Welsh Badminton Championships,1987 Welsh Badminton Championships – Men's singles
ras el hanout,cinnamon
Xohol,cinnamon
Danish,Middle Danish
Danish,Middle Danish
Danish,Middle Danish
Danish,Middle Danish
Forbes-Robertson,Robertson
2008 Toray Pan Pacific Open,2008 Toray Pan Pacific Open – Singles
Schmalkalden University of Applied Sciences,Cellarius library Schmalkalden
statistics,descriptive statistics
1944,August 1944
20s,27
Belarusian National Road Race Championships,1999 Belarusian National Road Race Championships
2010 Open GDF Suez,2010 Open GDF Suez – Singles
2014 Indian general election in Gujarat,2014 Indian general election in Kachchh Lok Sabha constituency
The Story of Marie de Medici,Henri IV Receiving the Portrait of Marie de Medici
1995 Thailand Open Badminton Championships,1995 Thailand Open Badminton Championships – Women's doubles
2017 Danmark Rundt,"2017 Danmark Rundt, Stage 5"
Ligne 21,Howald
Ligne 16,Howald
Ligne 21,Gare
Ligne 16,Gare
2014 Badminton World Championships,2014 Badminton World Championships – Women's singles
Hochschule Stralsund,Library of the University of Applied Sciences Stralsund
2008 US Open Badminton Championships,2008 US Open Badminton Championships – Mixed doubles
1977 European Junior Badminton Championships,1977 European Junior Badminton Championships – Men's singles
Legislative Assembly of Sergipe,state deputy of Sergipe
1973 Swedish Open Badminton Championships,1973 Swedish Open Badminton Championships – Men's singles
2000 Internazionali Femminili di Palermo,2000 Internazionali Femminili di Palermo – Doubles
2000 Internazionali Femminili di Palermo,2000 Internazionali Femminili di Palermo – Doubles
Apple Watch,Apple Watch Series 2
Job,Job 37
1949 Irish Open Badminton Championships,1949 Irish Open Badminton Championships – Men's doubles
2009 African Badminton Championships,2009 African Badminton Championships – Men's doubles
Legislative Assembly of Santa Catarina,state deputy of Santa Catarina
1992 Thailand Open Badminton Championships,1992 Thailand Open Badminton Championships – Women's doubles
Delta Geminorum,* del Gem B
Abell 262,NGC 704
Legislative Assembly of Minas Gerais,state deputy of Minas Gerais
2011 Toray Pan Pacific Open,2011 Toray Pan Pacific Open – Singles Qualifying
1986 Pilot Pen Classic,1986 Pilot Pen Classic – Singles
Claudia gens,Klaudiusz Marcellus
HD 60335,HD 60335A
2007 Legg Mason Tennis Classic,2007 Legg Mason Tennis Classic – Doubles
2001 Thailand Open Badminton Championships,2001 Thailand Open Badminton Championships – Women's doubles
り,リ
University of Applied Sciences Neu-Ulm,Library of the University of Applied Sciences Neu-Ulm
Psalms,Psalm 43
1998 US Open Badminton Championships,1998 US Open Badminton Championships – Mixed doubles
2012 Total Worker Health Symposium,Opening comments
870s BC,876 BC
Ӭ̄,Э
Ӭ̄,Э
39 Comae Berenices,39 Com A
1997 Boston Open Badminton Championships,1997 Boston Open Badminton Championships – Men's doubles
ledipasvir/sofosbuvir,sofosbuvir
2010 German International Junior Badminton Championships,2010 German Junior International Badminton Championships – Men's doubles
ゐ,ヰ
1988 Slovenian Badminton Championships,1988 Slovenian Badminton Championships – Men's doubles
Delta Tauri3,del03 Tau B
Delta Tauri3,del03 Tau A
1989 Dow Classic,1989 Dow Classic – Singles
1989 Dow Classic,1989 Dow Classic – Doubles
1990 Dow Classic,1990 Dow Classic – Doubles
1990 Dow Classic,1990 Dow Classic – Singles
1938 Swedish Badminton Championships,1938 Swedish Badminton Championships – Mixed doubles
1996 Estonian Badminton Championships,1996 Estonian Badminton Championships – Men's doubles
IC 5364,IC 5364-2
2013 Copa Colsanitas,2013 Copa Colsanitas – Singles
semolina,wheat
1997 Great American Insurance ATP Championships,1997 Great American Insurance ATP Championships – Singles
First Epistle to the Thessalonians,1 Thessalonians 1
ethinylestradiol/etonogestrel,ethinylestradiol
ethinylestradiol/norelgestromin,ethinylestradiol
ethinylestradiol/levonorgestrel,ethinylestradiol
ethinylestradiol/norethisterone,ethinylestradiol
2025 Spanish Badminton Championships,2025 Spanish Badminton Championships – Men's doubles
Building 18110-1,roof
Building 18110-1,roof
Building 18010-91,roof
Building 18010-91,roof
Building 18010-91,roof
2015 Danmark Rundt,"2015 Danmark Rundt, Stage 1"
allée de la Tremperie,"Immeuble, 3 allée de la Tremperie"
Pavlova,sugar
ろ,ロ
1933 Irish Open Badminton Championships,1933 Irish Open Badminton Championships – Men's doubles
HD 26015,HD 26015A
1954 Belgian Badminton Championships,1954 Belgian Badminton Championships – Men's singles
1954 Belgian Badminton Championships,1954 Belgian Badminton Championships – Women's singles
2005 Legg Mason Tennis Classic,2005 Legg Mason Tennis Classic – Doubles
1966 Danish Badminton Championships,1966 Danish Badminton Championships – Women's singles
Republic of Cyprus,Paphos District
2017 Vuelta a España,"2017 Vuelta a España, Stage 1"
Ecclesiastes 1,nihil novi sub sole
Legislative Assembly of Tocantins,state deputy of Tocantins
Rhys Davids,Rhys
Groupama-FDJ,FDJ 2015
Groupama-FDJ,FDJ 2011
1991 Welsh Badminton Championships,1991 Welsh Badminton Championships – Men's singles
1995 Canadian Open Badminton Championships,1995 Canadian Open Badminton Championships – Men's doubles
Luke 4,Jesus Rejected at Nazareth
2004 Open Gaz de France,2004 Open Gaz de France – Doubles
Direct Énergie,Bouygues Telecom 2007
acetone,oxygen
acetaldehyde,hydrogen
acetone,hydrogen
acetaldehyde,hydrogen
starch,hydrogen
citric acid,hydrogen
citric acid,hydrogen
citric acid,hydrogen
alpha-linolenic acid,hydrogen
alpha-linolenic acid,hydrogen
erucic acid,hydrogen
arachidonic acid,hydrogen
The Persian Qanat,qanats of Gonabad
1997 DFS Classic,1997 DFS Classic – Doubles
1997 DFS Classic,1997 DFS Classic – Singles
Chitinase II domain,"Glycoside hydrolase, chitinase active site"
1936 Winter Olympics,Alpine skiing at the 1936 Winter Olympics
1939 Irish Open Badminton Championships,1939 Irish Open Badminton Championships – Men's doubles
2000 Direct Line International Championships,2000 Direct Line International Championships – Singles
1988 Dow Classic,1988 Dow Classic - Doubles
る,ル
Legislative Assembly of Espírito Santo,state deputy of Espírito Santo
2000 African Badminton Championships,2000 African Badminton Championships – Men's doubles
2014 Indian general election in Himachal Pradesh,2014 Indian general election in Kangra Lok Sabha constituency
HD 36959,HD 36960
Raspberry Pi,Raspberry Pi Model A
St John the Baptist and Veronica Diptych,Death; reverse side of St. John
St John the Baptist and Veronica Diptych,Chalice of Saint John the Evangelist [reverse]
"Town Wall, With Morden, Heber And Ever Towers",Morden Tower
К̆,К
Book of Genesis,Genesis 1
Julia gens,Julii Caesares
2016 Volta a Catalunya,"2016 Volta a Catalunya, Stage 1"
HD 209339,HD 209339A
Mario franchise,Super Mario
Mario franchise,Mario Party
2014 Giro d'Italia,"2014 Giro d'Italia, Stage 1"
Г̄,Г
Г̧,Г
Ꙧ,Г
Ꙥ,Г
Ꙣ,Г
Croatian National Road Race Championships,2007 Croatian National Road Race Championships
Marauders,Peter Pettigrew
Marauders,Remus Lupin
1991 Slovenian Badminton Championships,1991 Slovenian Badminton Championships – Men's doubles
"Avenue of palms, Mount Alexander Road",Phoenix canariensis
2014 Indian general election in Maharashtra,2014 Indian general election in Aurangabad Lok Sabha constituency
0s,5
2016 Tour of the Basque Country,"2016 Tour of the Basque Country, Stage 1"
HP BTP–Auber 93,HP BTP-Auber 93 2017
HD 103483,HD 103498
1995 Internazionali Femminili di Palermo,1995 Internazionali Femminili di Palermo – Singles
1995 Internazionali Femminili di Palermo,1995 Internazionali Femminili di Palermo – Singles
Hib,brandy
University of Applied Sciences Meissen,Library of University of Applied Sciences Meissen
Legislative Assembly of Mato Grosso do Sul,state deputy of Mato Grosso do Sul
Norwegian Badminton Championships 2021,2021 Norwegian Badminton Championships – Men's singles
2016 Tour de France,"2016 Tour de France, Stage 5"
2016 Tour de France,"2016 Tour de France, Stage 2"
1884,August 1884
1884,August 1884
680s,680
1957 Belgian Badminton Championships,1957 Belgian Badminton Championships – Men's singles
1957 Belgian Badminton Championships,1957 Belgian Badminton Championships – Women's singles
1957 Belgian Badminton Championships,1957 Belgian Badminton Championships – Women's doubles
1969 Swedish Open Badminton Championships,1969 Swedish Open Badminton Championships – Men's singles
1120s,1120
Swedish National Road Race Championships,2010 Swedish National Road Race Championships
2010 Badminton World Championships,2010 Badminton World Championships – Men's Singles
"Hedgehog protein, Hint domain",Hint domain N-terminal
1938 Irish Open Badminton Championships,1938 Irish Open Badminton Championships – Men's doubles
1986 Slovenian Badminton Championships,1986 Slovenian Badminton Championships – Men's doubles
2014 Annual Meeting of the North American Congress of Clinical Toxicology,The effect of ginkgo biloba and panax ginseng on driving ability: a pilot study
curry powder,powdered turmeric
ら,ラ
2020 German Junior International Badminton Championships,2020 German Junior International Badminton Championships – Men's doubles
Milton Keynes Council,council of Milton Keynes Council
2006 African Badminton Championships,2006 African Badminton Championships – Men's doubles
2004 Thailand Open Badminton Championships,2004 Thailand Open Badminton Championships – Women's doubles
First Epistle of John,1 John 1
Building 18011-122,stairs
Building 18011-20,flooring
Building 18010-18,stairs
Khan al-Shuna,stairs
Building 18011-85,stairs
Khan al-Shuna,stairs
Building 18011-85,stairs
Building 18011-20,stairs
Khan al-Shuna,stairs
1974 Danish Badminton Championships,1974 Danish Badminton Championships – Women's singles
2018 Vuelta a Andalucía,"2018 Vuelta a Andalucía, Stage 1"
2018 Vuelta a Andalucía,"2018 Vuelta a Andalucía, Stage 2"
2001 US Open Badminton Championships,2001 US Open Badminton Championships – Mixed doubles
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,San Giovanni degli Eremiti
2003 Copa Colsanitas,2003 Copa Colsanitas – Doubles
Klondike Gold Rush National Historical Park,Skagway Historic District and White Pass
Klondike Gold Rush National Historical Park,Chilkoot Trail and Dyea Site
1934 Irish Open Badminton Championships,1934 Irish Open Badminton Championships – Men's doubles
1995 DFS Classic,1995 DFS Classic – Doubles
1995 DFS Classic,1995 DFS Classic – Singles
1989 Welsh Badminton Championships,1989 Welsh Badminton Championships – Men's singles
2010 African Badminton Championships,2010 African Badminton Championships – Men's doubles
1986 Welsh Badminton Championships,1986 Welsh Badminton Championships – Men's singles
Kyoto metropolitan area,Kyoto
2017 European Junior Badminton Championships,2017 European Junior Badminton Championships – Mixed doubles
Iliopsoas,iliacus muscle
2017 Giro d'Italia,"2017 Giro d'Italia, Stage 1"
Second Epistle to the Thessalonians,2 Thessalonians 1
2017 Badminton World Championships,2017 Badminton World Championships – Men's singles
RNA polymerase sigma-70,RNA polymerase sigma-70 region 4
RNA polymerase sigma-70 like domain,RNA polymerase sigma-70 region 4
estradiol cypionate/medroxyprogesterone acetate,medroxyprogesterone acetate
V1942 Cyg,TYC 3210-2003-2
1989 Spanish Open,1989 Spanish Open – Doubles
2015 European Junior Badminton Championships,2015 European Junior Badminton Championships – Men's singles
electronics,electronic circuit
Modesto metropolitan statistical area,Stanislaus County
1946 Swedish Badminton Championships,1946 Swedish Badminton Championships – Mixed doubles
2018 Winter Olympics,snowboarding at the 2018 Winter Olympics
History of Medea and Jason,Soldiers Born from the Snake Turn their Weapons Against Themselves
Proverbs,Proverbs 22
Proverbs,Proverbs 1
York City Council,member of York City Council
2010 US Open Badminton Championships,2010 US Open Badminton Championships – Mixed doubles
Art Looting Investigation Unit,Gustav Abb
morphine/naltrexone,morphine
Epistle of James,James 3
1985 Edgbaston Cup,1985 Edgbaston Cup – Singles
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Budapest
2004 Internazionali Femminili di Palermo,2004 Internazionali Femminili di Palermo – Doubles
1989 Canadian Open Badminton Championships,1989 Canadian Open Badminton Championships – Men's doubles
Xuixo,pastry cream
2021 German Junior International Badminton Championships,2021 German Junior International Badminton Championships – Men's doubles
The Muses,Love
1997 Internazionali Femminili di Palermo,1997 Internazionali Femminili di Palermo – Singles
1997 Internazionali Femminili di Palermo,1997 Internazionali Femminili di Palermo – Singles
2009 German International Junior Badminton Championships,2009 German Junior International Badminton Championships – Men's doubles
1940 Swedish Badminton Championships,1940 Swedish Badminton Championships – Mixed doubles
First Epistle of Peter,1 Peter 2
First Epistle of Peter,1 Peter 3
2018 Tour of the Basque Country,"2018 Tour of the Basque Country, Stage 4"
2018 Tour of the Basque Country,"2018 Tour of the Basque Country, Stage 5"
